# UNLIQ emo_abuse premise 데이터
# hypothesis: "이 고객은 욕설이나 비속어를 사용하고 있다"
# 총 1200개 (6업종 × 200개)
# 비율: [H] 40% / [M] 35% / [L] 25%

============================================================
업종 1: 이커머스 (1~200)
============================================================

[H] | 이커머스 | 1. 시발 노트북 배송 일주일째인데 뭐하는 거야
[H] | 통신/가전AS | 35. 좆같은 정수기 필터 교체비가 왜 이렇게 비싸
[H] | 통신/가전AS | 36. 시발 공기청정기 필터 호환 안 되는 걸 왜 팔았어
[H] | 통신/가전AS | 37. 개새끼들 인터넷 설치 3번째 취소됐어 뭐하냐
[H] | 통신/가전AS | 38. 시발 세탁기 배수구에서 냄새 나는데 AS 기사가 정상이래
[H] | 통신/가전AS | 39. 병신같이 통신사 멤버십 혜택을 다 없앴으면서
[H] | 통신/가전AS | 40. 좆같은 냉장고 소음이 밤에 잠을 못 자 수리해줘
[H] | 통신/가전AS | 41. 시발 로봇청소기 센서 고장인데 무상수리 기간 하루 지났다고?
[H] | 통신/가전AS | 42. 개같이 요금제 변경이 왜 다음 달부터야 지금 당장 바꿔줘
[H] | 통신/가전AS | 43. 씹새끼 에어컨 청소 맡겼는데 오히려 더 더럽게 해놨어
[H] | 통신/가전AS | 44. 시발 인터넷 모뎀이 왜 이렇게 자주 죽어
[H] | 통신/가전AS | 45. 개새끼야 가전 연장보증 돈 내고 가입했는데 적용 안 된다고?
[H] | 통신/가전AS | 46. 병신같이 TV 패널 불량인데 수리가 아니라 교환해줘야지
[H] | 통신/가전AS | 47. 좆같이 통신사 결합할인 해지했더니 위약금이 100만원?
[H] | 통신/가전AS | 48. 시발 냉장고 구매한 지 3개월인데 고장 3번째야
[H] | 통신/가전AS | 49. 개같이 수리 기사 태도가 뭐야 고객집에서 반말이냐
[H] | 통신/가전AS | 50. 시발 에어컨 실외기 설치 잘못해서 벽에 균열 갔어
[H] | 통신/가전AS | 51. 병신들아 IPTV 셋톱박스 왜 이렇게 느려 스트리밍이 안 돼
[H] | 통신/가전AS | 52. 씹 건조기 리콜 대상인데 연락이 왜 이제 와
[H] | 통신/가전AS | 53. 좆같은 부품 수급이 왜 한 달이야 그때까지 뭐 쓰라고
[H] | 통신/가전AS | 54. 시발 통신사 위약금 계산이 왜 맞지가 않아
[H] | 통신/가전AS | 55. 개같이 전기밥솥 내솥 코팅 벗겨졌는데 정상이라고?
[H] | 통신/가전AS | 56. 시발 인터넷 끊김 민원 3번째인데 해결이 안 돼
[H] | 통신/가전AS | 57. 병신같은 AS 센터 토요일에 문 닫으면 직장인은 어떡해
[H] | 통신/가전AS | 58. 개새끼야 세탁기 급수 호스에서 물 새서 집 침수됐어
[H] | 통신/가전AS | 59. 좆같이 요금 미납이 내 잘못이 아닌데 왜 정지시켜
[H] | 통신/가전AS | 60. 시발 냉장고 물 필터 교체했는데 오히려 맛이 이상해
[H] | 통신/가전AS | 61. 개새끼들 핸드폰 화면 수리가 왜 20만원이야
[H] | 통신/가전AS | 62. 시발 에어컨 매립배관이 꺾여서 새 거 뚫어야 한다고? 누구 잘못이야
[H] | 통신/가전AS | 63. 병신아 TV 보증수리 받으러 갔는데 사용자 과실이라고?
[H] | 통신/가전AS | 64. 좆같은 정수기 렌탈비 올려놓고 약정 파기하면 위약금?
[H] | 통신/가전AS | 65. 시발 가전 배송 기사가 벽에 긁히게 해놨어
[H] | 통신/가전AS | 66. 씹할 통신사 고객등급 뭐가 기준이야 10년 썼는데
[H] | 통신/가전AS | 67. 시발 드럼세탁기 진동이 미쳐 옆집에서 항의 왔어
[H] | 통신/가전AS | 68. 개같이 인터넷 기사가 벽에 구멍 못 뚫겠다고 가버렸어
[H] | 통신/가전AS | 69. 병신같이 5G 커버리지 안 되는 데서 5G 요금 받으면 어떡해
[H] | 통신/가전AS | 70. 시발 식기세척기에서 이상한 냄새 나는데 AS 안 와
[H] | 통신/가전AS | 71. 개새끼야 요금제 다운그레이드가 왜 안 돼 올리기만 되냐
[H] | 통신/가전AS | 72. 좆같은 에어컨 매년 가스 충전해야 하면 불량이지
[H] | 통신/가전AS | 73. 시발 인덕션 상판 금 갔는데 교체비가 50만원?
[H] | 통신/가전AS | 74. 병신들아 휴대폰 배터리 팽창했는데 무상교체 안 해줘?
[H] | 통신/가전AS | 75. 시발 통신사 번호 이동하려니까 왜 이렇게 방해하냐
[H] | 통신/가전AS | 76. 개같이 건조기 필터 분실됐는데 부품비가 5만원
[H] | 통신/가전AS | 77. 씹새끼 인터넷 해지 접수했는데 왜 아직도 요금 나와
[H] | 통신/가전AS | 78. 시발 냉장고 얼음 디스펜서 고장인데 수리 대기 2주
[H] | 통신/가전AS | 79. 병신같은 IPTV 리모컨이 왜 이렇게 반응이 느려
[H] | 통신/가전AS | 80. 시발 통신사 약정 할인이 다른 할인이랑 중복 안 된다고?
[M] | 통신/가전AS | 81. 미친 인터넷 속도가 왜 밤만 되면 느려져
[M] | 통신/가전AS | 82. ㅅㅂ 요금제 변경 안내가 왜 이렇게 불친절해
[M] | 통신/가전AS | 83. 돌았나 에어컨 수리비 견적이 왜 매번 달라
[M] | 통신/가전AS | 84. 미친 냉장고 문 패킹이 왜 이렇게 빨리 헤지냐
[M] | 통신/가전AS | 85. ㅅㅂ 통신사 대리점 가면 맨날 다른 얘기 하잖아
[M] | 통신/가전AS | 86. 또라이같이 AS 예약 잡으려면 왜 2주를 기다려야 해
[M] | 통신/가전AS | 87. 미친 세탁기 문이 안 열리는데 세탁물은 어떡해
[M] | 통신/가전AS | 88. ㅅㅂ ㄹㅇ 수리 기사가 와서 5분 보고 부품 없다고 가
[M] | 통신/가전AS | 89. 돌았냐 인터넷 공사한다고 3일간 안 된다고?
[M] | 통신/가전AS | 90. 미친 에어컨 리모컨 건전지 교체했는데 안 돼 미치겠다
[M] | 통신/가전AS | 91. ㅅㅂ 통화 품질이 왜 지하만 가면 끊겨
[M] | 통신/가전AS | 92. 닥쳐 ARS 말고 상담원 바로 연결해줘
[M] | 통신/가전AS | 93. 미쳤다 TV 백라이트 수리가 40만원이야 새 거 사지
[M] | 통신/가전AS | 94. ㅅㅂ 로밍 요금이 왜 10만원 넘게 나와 안내도 안 하고
[M] | 통신/가전AS | 95. 또라이같이 데이터 무제한이라면서 22기가 넘으면 제한?
[M] | 통신/가전AS | 96. 미친 정수기 AS 기사가 예약 시간에 안 왔어
[M] | 통신/가전AS | 97. ㅅㅂ 가전 배송 날짜 바꿔달래도 안 바꿔줘
[M] | 통신/가전AS | 98. 돌았나 핸드폰 수리 맡겼는데 2주나 걸린다고?
[M] | 통신/가전AS | 99. 미친 케이블 채널 편성이 왜 이 모양이야
[M] | 통신/가전AS | 100. ㅅㅂ 건조기 소음이 왜 이렇게 큰 거야
[M] | 통신/가전AS | 101. 닥치고 상급자 연결해줘 이 문제 해결이 안 돼
[M] | 통신/가전AS | 102. 미친 인터넷 기사가 벽 뚫으면서 다른 선 끊어놨어
[M] | 통신/가전AS | 103. ㅅㅂ 에어컨 세척 후 곰팡이 냄새가 더 심해졌어
[M] | 통신/가전AS | 104. 또라이같이 요금 청구서가 왜 이렇게 보기 어려워
[M] | 통신/가전AS | 105. 미친 냉장고 야채실 온도 조절이 안 돼 다 얼어
[M] | 통신/가전AS | 106. ㅅㅂ 통신사 결합할인 조건이 왜 이렇게 복잡해
[M] | 통신/가전AS | 107. 돌았나 세탁기 급수 오류가 계속 뜨는데
[M] | 통신/가전AS | 108. 미쳤다 AS 센터 주차가 안 돼 근처에 주차장도 없어
[M] | 통신/가전AS | 109. ㅅㅂ 공기청정기 센서가 맨날 빨간불이야 미치겠다
[M] | 통신/가전AS | 110. 미친 통신사 포인트 사용처가 왜 점점 줄어
[M] | 통신/가전AS | 111. ㅅㅂ ㄹㅇ 인터넷 설치 기사 예약이 왜 일주일 뒤야
[M] | 통신/가전AS | 112. 또라이같이 리콜 공지를 이메일 한 통으로 끝내냐
[M] | 통신/가전AS | 113. 미친 식기세척기 문 잠금이 안 풀리는데 A/S 대기 5일
[M] | 통신/가전AS | 114. ㅅㅂ 핸드폰 케이스 때문에 발열이 심하다고 보증 거부?
[M] | 통신/가전AS | 115. 닥쳐 매뉴얼 답변 그만하고 실질적 해결해줘
[M] | 통신/가전AS | 116. 미친 에어컨 전기세가 왜 이렇게 나와 절전 모드인데
[M] | 통신/가전AS | 117. ㅅㅂ 냉장고 제빙기 고장인데 부품 수급이 한 달?
[M] | 통신/가전AS | 118. 돌았냐 통신사 고객센터 영업시간이 왜 6시까지야
[M] | 통신/가전AS | 119. 미쳤다 수리 기사가 고장 원인을 사용자 과실로 몰아
[M] | 통신/가전AS | 120. ㅅㅂ IPTV 채널 변경이 왜 이렇게 느려
[M] | 통신/가전AS | 121. 미친 진짜 가전 AS 예약 시스템 좀 개선해라
[M] | 통신/가전AS | 122. tlqkf 인터넷 속도 테스트하면 정상인데 체감은 느려
[M] | 통신/가전AS | 123. 씨빠 통신사 약정 잔여기간 조회가 왜 이렇게 어려워
[M] | 통신/가전AS | 124. 시1발 에어컨 필터 청소해도 냄새가 안 가
[M] | 통신/가전AS | 125. ㅅㅂ TV 소프트웨어 업데이트 후 앱이 다 느려졌어
[M] | 통신/가전AS | 126. 미친 세탁기 탈수 시 진동이 바닥 흔들려
[M] | 통신/가전AS | 127. 돌았나 가전 배송 날짜가 2주 뒤밖에 없다고?
[M] | 통신/가전AS | 128. ㅅㅂ 정수기 렌탈 해지하려면 위약금이 30만원
[M] | 통신/가전AS | 129. 미친 핸드폰 화면 보호필름 때문에 터치 인식 안 된다고 보증 거부?
[M] | 통신/가전AS | 130. 꺼져 같은 설명 반복하지 말고 방법을 찾아줘
[M] | 통신/가전AS | 131. ㅅㅂ 인터넷 모뎀 교체해달래도 유료라고?
[M] | 통신/가전AS | 132. 미친 건조기 배수통 매번 비워야 하는 거 설명 안 했잖아
[M] | 통신/가전AS | 133. 또라이같이 5G폰인데 5G 지역이 아니라고?
[M] | 통신/가전AS | 134. ㅅㅂ AS 접수하면 접수번호도 안 줘
[M] | 통신/가전AS | 135. 미친 냉장고 얼음 자동 주문 기능이 안 돼 미치겠다
[M] | 통신/가전AS | 136. ㅅㅂ 통신사 멤버십 등급이 왜 갑자기 내려갔어
[M] | 통신/가전AS | 137. 돌았나 에어컨 설치한 지 3일인데 가스가 빠졌어
[M] | 통신/가전AS | 138. 미쳤다 진짜 TV 리모컨 호환 제품이 왜 없어
[M] | 통신/가전AS | 139. ㅅㅂ 전기밥솥 압력 표시등이 계속 깜빡여
[M] | 통신/가전AS | 140. 미친 로봇청소기 앱 연동이 왜 안 돼 미치겠다
[M] | 통신/가전AS | 141. ㅅㅂ 통신사 가족결합 해지했더니 요금이 3만원 올라
[M] | 통신/가전AS | 142. 또라이같이 냉장고 물 새는 거 수리비가 20만원
[M] | 통신/가전AS | 143. 미친 핸드폰 무선충전이 안 되는데 하자 아니라고?
[M] | 통신/가전AS | 144. ㅅㅂ 인터넷 DNS 문제인 거 같은데 기사가 모르겠다고
[M] | 통신/가전AS | 145. 미친 에어컨 청소 예약이 왜 한 달 뒤밖에 없어
[M] | 통신/가전AS | 146. 닥치고 수리비 견적서부터 정확히 줘
[M] | 통신/가전AS | 147. ㅅㅂ 세탁기 필터 청소하라는데 필터 위치를 모르겠어
[M] | 통신/가전AS | 148. 또라이같이 가전 1년 보증인데 11개월에 고장나면 운이지?
[M] | 통신/가전AS | 149. 미친 통신사 해지방어 콜이 왜 매주 와
[M] | 통신/가전AS | 150. ㅅㅂ 건조기 배수 연결 설치비가 왜 따로야
[L] | 통신/가전AS | 151. 한심하다 통신사 고객센터가 이 수준이야
[L] | 통신/가전AS | 152. 어이없네 AS 기사 방문 시간을 왜 4시간 단위로 잡아
[L] | 통신/가전AS | 153. 무능하다 인터넷 끊김 문제를 왜 못 잡아
[L] | 통신/가전AS | 154. 멍청하게 왜 수리 접수를 전화로만 받아
[L] | 통신/가전AS | 155. 무식하다 에어컨 설치 설명이 왜 이렇게 부실해
[L] | 통신/가전AS | 156. 한심하네 냉장고 AS가 왜 이렇게 느려
[L] | 통신/가전AS | 157. 어이가 없다 요금제 비교가 왜 이렇게 어려워
[L] | 통신/가전AS | 158. 무능한 기사다 와서 보고 모르겠다고 가면 어떡해
[L] | 통신/가전AS | 159. 멍청한 AS 정책이다 보증기간 하루 지났다고 유료?
[L] | 통신/가전AS | 160. 한심하다 통신사 앱이 왜 이렇게 느려
[L] | 통신/가전AS | 161. 어이없네 세탁기 물이 새는데 자기네 잘못 아니래
[L] | 통신/가전AS | 162. 무능하기 짝이 없다 같은 고장으로 3번째 AS야
[L] | 통신/가전AS | 163. 멍청하게 왜 수리 부품 수급에 한 달이 걸려
[L] | 통신/가전AS | 164. 무식한 설치 기사다 벽에 구멍을 왜 저기에 뚫어
[L] | 통신/가전AS | 165. 한심하네 에어컨 시즌에 AS 예약이 한 달 뒤라니
[L] | 통신/가전AS | 166. 어이없다 인터넷 속도 보장 약정인데 보장을 안 해
[L] | 통신/가전AS | 167. 무능한 콜센터다 전화할 때마다 다른 답변이야
[L] | 통신/가전AS | 168. 멍청한 요금 청구 시스템이다 이중 청구가 왜 이렇게 자주
[L] | 통신/가전AS | 169. 한심한 가전 배송이다 약속 시간에 안 오면 연락이라도 해
[L] | 통신/가전AS | 170. 어이없네 TV 무상수리 기간인데 출장비는 받는다고?
[L] | 통신/가전AS | 171. 무능하다 못해 짜증나 수리 접수만 3번째야
[L] | 통신/가전AS | 172. 무식하게 왜 AS 센터를 이렇게 멀리만 있게 해
[L] | 통신/가전AS | 173. 한심하다 5G 요금은 비싼데 속도는 LTE랑 비슷해
[L] | 통신/가전AS | 174. 어이없다 가전 렌탈 해지가 왜 이렇게 어려워
[L] | 통신/가전AS | 175. 멍청한 인터넷 약정이다 3년은 너무 길어
[L] | 통신/가전AS | 176. 무능하기 짝이 없네 기사가 진단도 못 하고 가
[L] | 통신/가전AS | 177. 한심한 통신사 혜택이다 경쟁사보다 항상 뒤처져
[L] | 통신/가전AS | 178. 어이없게 에어컨 수리 후 보증 기간이 왜 초기화 안 돼
[L] | 통신/가전AS | 179. 무능한 AS 시스템이다 온라인 예약이 왜 안 돼
[L] | 통신/가전AS | 180. 멍청하다 냉장고 사용설명서가 왜 이렇게 두꺼워
[L] | 통신/가전AS | 181. 한심하네 통신사 직원이 약정 조건도 정확히 몰라
[L] | 통신/가전AS | 182. 어이없다 세탁기 세제 자동투입이 아까 넣은 건 어디 갔어
[L] | 통신/가전AS | 183. 무능하다 정수기 관리 주기를 왜 놓치냐 알림이 있잖아
[L] | 통신/가전AS | 184. 멍청하게 건조기 배수 설치를 왜 기본에 안 넣어
[L] | 통신/가전AS | 185. 한심한 콜센터 대기시간이다 30분은 너무 길어
[L] | 통신/가전AS | 186. 어이없네 핸드폰 AS 맡기면 대여폰도 없다고?
[L] | 통신/가전AS | 187. 무능한 배송 시스템이다 대형가전 배송 4번째 변경이야
[L] | 통신/가전AS | 188. 멍청한 통신 요금이다 부가서비스 해지가 왜 이렇게 복잡해
[L] | 통신/가전AS | 189. 한심하다 IPTV 리모컨이 왜 이렇게 자주 고장나
[L] | 통신/가전AS | 190. 어이없다 에어컨 매년 점검 받으라면서 점검비가 왜 이래
[L] | 통신/가전AS | 191. 무식하다 인터넷 모뎀 위치를 왜 저기에 설치해
[L] | 통신/가전AS | 192. 무능하네 AS 접수 시스템이 왜 자꾸 오류가 나
[L] | 통신/가전AS | 193. 한심하다 통신사 결합상품 할인이 왜 이렇게 인색해
[L] | 통신/가전AS | 194. 멍청한 가전 보증 정책이다 소모품은 왜 제외야
[L] | 통신/가전AS | 195. 어이없네 냉장고 필터 교체 안내가 왜 안 와
[L] | 통신/가전AS | 196. 무능하다 TV 화면 설정이 왜 초기화되는 건지 못 잡아
[L] | 통신/가전AS | 197. 한심한 AS 예약 시스템이다 시간대 선택이 두 개뿐이야
[L] | 통신/가전AS | 198. 멍청하게 왜 수리 완료 알림을 안 보내줘
[L] | 통신/가전AS | 199. 어이없다 세탁기 급수 호스가 왜 기본 구성에 안 들어있어
[L] | 통신/가전AS | 200. 무능한 통신사다 번호이동 처리가 왜 3일이나 걸려

============================================================
업종 5: 공공/행정 (801~1000)
============================================================

[H] | 공공/행정 | 1. 시발 민원 접수한 지 한 달인데 아직도 처리 안 됐어
[H] | 공공/행정 | 2. 개새끼야 세금은 개같이 걷으면서 돌려주긴 하냐
[H] | 공공/행정 | 3. 병신같은 서류 절차 봐 왜 이렇게 많이 내야 돼
[H] | 공공/행정 | 4. 좆같이 공무원이 점심시간이라고 창구 닫으면 어떡해
[H] | 공공/행정 | 5. 시발 주차 딱지 왜 붙였어 여기 주정차 금지 표시도 없잖아
[H] | 공공/행정 | 6. 개같이 건보료 왜 또 올렸어 월급 반이 세금이야
[H] | 공공/행정 | 7. 씹 국민연금 내가 죽을 때까지 못 받을 거잖아 사기지
[H] | 공공/행정 | 8. 시발 세무서 전화가 왜 안 받아 세금 신고 기한 내일인데
[H] | 공공/행정 | 9. 병신아 구청 홈페이지가 왜 이 모양이야 접수가 안 되잖아
[H] | 공공/행정 | 10. 좆같은 민원 담당자 전화 한 번을 안 해 시발
[H] | 공공/행정 | 11. 개새끼들 수도 요금이 왜 갑자기 3배야 검침 제대로 했냐
[H] | 공공/행정 | 12. 시발 도로 포트홀 신고한 지 2달인데 왜 아직도 그대로야
[H] | 공공/행정 | 13. 씹새끼 110번 전화해도 맨날 떠넘기기만 하잖아
[H] | 공공/행정 | 14. 시발 세금 환급이 왜 3개월이나 걸려 이자는 누가 먹냐
[H] | 공공/행정 | 15. 병신같이 주민등록등본 하나 때는데 왜 1시간을 기다려
[H] | 공공/행정 | 16. 개같이 전기요금이 왜 이렇게 올랐어 누진세 미쳤냐
[H] | 공공/행정 | 17. 좆같은 민원24가 왜 이 시간에 점검이야
[H] | 공공/행정 | 18. 시발 건보료 산정 기준이 뭐야 말이 안 되잖아
[H] | 공공/행정 | 19. 개새끼야 도로 보수 공사 3개월째인데 언제 끝나냐
[H] | 공공/행정 | 20. 시발 세금 고지서가 왜 납부 기한 3일 전에 와
[H] | 공공/행정 | 21. 병신들아 우체국 소포 분실됐는데 보상이 안 된다고?
[H] | 공공/행정 | 22. 씹 구청 직원이 왜 귀찮은 티를 내 세금으로 월급 받으면서
[H] | 공공/행정 | 23. 좆같이 연금 수급 나이를 올리면 어떡해 시발
[H] | 공공/행정 | 24. 시발 가스 검침이 잘못됐는데 차액 환불이 왜 2달 걸려
[H] | 공공/행정 | 25. 개같이 건축 허가 서류가 왜 이렇게 많아
[H] | 공공/행정 | 26. 시발 공무원 담당자가 자리 비움이 맨날이야
[H] | 공공/행정 | 27. 병신같은 정부24 앱이 왜 이렇게 느려
[H] | 공공/행정 | 28. 개새끼야 민원 처리 결과가 왜 아직도 안 나와
[H] | 공공/행정 | 29. 좆같은 국민연금 보험료 계산이 왜 맞지가 않아
[H] | 공공/행정 | 30. 시발 세무서 방문했더니 서류가 부족하다고 다시 오래
[H] | 공공/행정 | 31. 씹할 구청 주차장이 왜 맨날 만차야
[H] | 공공/행정 | 32. 개같이 과태료 고지서가 왜 2달 후에 와
[H] | 공공/행정 | 33. 시발 수도 검침 잘못해놓고 고객 탓하냐
[H] | 공공/행정 | 34. 병신아 등본에 주소 오타 난 거 수정하는데 왜 일주일이야
[H] | 공공/행정 | 35. 좆같이 건보 피부양자 자격 박탈해놓고 안내도 안 하냐
[H] | 공공/행정 | 36. 시발 지역 쓰레기 수거가 왜 이렇게 불규칙해
[H] | 공공/행정 | 37. 개새끼들 민원 답변이 복붙이잖아 읽기나 한 거야
[H] | 공공/행정 | 38. 시발 세금 체납 이자가 왜 이렇게 높아 사채냐
[H] | 공공/행정 | 39. 병신같은 시청 민원실 대기 번호 시스템 좀 봐
[H] | 공공/행정 | 40. 좆같이 우체국 택배 추적이 왜 안 돼
[H] | 공공/행정 | 41. 시발 전기요금 폭탄 맞았는데 이의 제기가 왜 이렇게 복잡해
[H] | 공공/행정 | 42. 개같이 구청 온라인 예약이 왜 안 먹혀
[H] | 공공/행정 | 43. 씹새끼 연금 수령액이 왜 이것밖에 안 돼 평생 냈는데
[H] | 공공/행정 | 44. 시발 도로 공사 소음이 새벽 6시부터야 미쳤냐
[H] | 공공/행정 | 45. 개새끼야 가스 요금 고지서 오류인데 정정이 왜 한 달 걸려
[H] | 공공/행정 | 46. 병신같이 세무서 민원 처리가 왜 이렇게 느려
[H] | 공공/행정 | 47. 좆같은 쓰레기 분리수거 기준이 왜 매년 바뀌어
[H] | 공공/행정 | 48. 시발 건보 직장가입자인데 왜 지역보험료가 나와
[H] | 공공/행정 | 49. 개같이 주민센터 점심시간이 1시간 반이면 되냐
[H] | 공공/행정 | 50. 시발 민원 담당자가 전화 받고 끊어버렸어 뭐하냐
[H] | 공공/행정 | 51. 병신들아 수도 누수 신고했는데 일주일째 안 와
[H] | 공공/행정 | 52. 씹 세금 산정 기준을 왜 아무도 설명 못 해
[H] | 공공/행정 | 53. 좆같은 정부 사이트 보안 인증이 왜 아직도 이래
[H] | 공공/행정 | 54. 시발 과태료가 10만원? 경고도 없이 바로 과태료야?
[H] | 공공/행정 | 55. 개같이 우편물 오배달이 3번째인데 뭐하냐
[H] | 공공/행정 | 56. 시발 국민연금 해외 송금이 왜 이렇게 복잡해
[H] | 공공/행정 | 57. 병신같은 구청 민원 시스템이 IE에서만 돌아가
[H] | 공공/행정 | 58. 개새끼야 전기 검침이 잘못됐는데 인정을 안 해
[H] | 공공/행정 | 59. 좆같이 건축 인허가가 왜 6개월이나 걸려 시발
[H] | 공공/행정 | 60. 시발 세무조사 나왔는데 멀쩡한 거 트집 잡지 마
[H] | 공공/행정 | 61. 개새끼들 주차 단속을 왜 1분 차이로 붙여
[H] | 공공/행정 | 62. 시발 건보 자격 확인이 왜 안 돼 진료를 못 받잖아
[H] | 공공/행정 | 63. 병신아 민원 접수 번호가 왜 조회 안 돼
[H] | 공공/행정 | 64. 좆같은 연금 고객센터가 왜 맨날 통화중이야
[H] | 공공/행정 | 65. 시발 도로 표지판이 왜 헷갈리게 돼있어 벌금 냈잖아
[H] | 공공/행정 | 66. 개같이 수도 공사한다고 단수인데 사전 안내도 없이?
[H] | 공공/행정 | 67. 씹할 세금 신고 프로그램이 왜 이렇게 불편해
[H] | 공공/행정 | 68. 시발 구청 직원이 서류 접수 잘못해놓고 내 탓이라고
[H] | 공공/행정 | 69. 병신같이 가스 안전 점검이 왜 낮 시간에만 되냐
[H] | 공공/행정 | 70. 시발 공무원 태도가 뭐야 민원인한테 반말이냐
[H] | 공공/행정 | 71. 개새끼야 건보료 체납인 줄도 몰랐는데 가산금까지?
[H] | 공공/행정 | 72. 좆같은 우체국 배송이 왜 이렇게 느려 일주일째야
[H] | 공공/행정 | 73. 시발 전기요금 누진세 구간을 왜 이렇게 촘촘하게 해
[H] | 공공/행정 | 74. 병신들아 민원 답변 기한이 왜 30일이야 한 달 기다리라고?
[H] | 공공/행정 | 75. 시발 세금 환급 계좌 등록이 왜 이렇게 복잡해
[H] | 공공/행정 | 76. 개같이 구청 무인민원발급기가 왜 맨날 고장이야
[H] | 공공/행정 | 77. 씹새끼 국민연금 납부 내역 조회가 왜 안 돼
[H] | 공공/행정 | 78. 시발 도로 보수 신고해도 무응답이야 세금으로 뭐하냐
[H] | 공공/행정 | 79. 개새끼들 쓰레기 종량제 봉투 가격 올리지 마 시발
[H] | 공공/행정 | 80. 시발 건보 환급 신청했는데 왜 3개월이나 걸려
[M] | 공공/행정 | 81. 미친 구청 민원 처리가 왜 이렇게 느려
[M] | 공공/행정 | 82. ㅅㅂ 세금 고지서 금액이 왜 작년이랑 다르냐
[M] | 공공/행정 | 83. 돌았나 건보료가 왜 갑자기 올랐는지 설명도 안 해
[M] | 공공/행정 | 84. 미친 주민센터 대기 시간이 2시간이야
[M] | 공공/행정 | 85. ㅅㅂ 연금 수령 절차가 왜 이렇게 복잡해
[M] | 공공/행정 | 86. 또라이같이 민원 답변을 왜 우편으로만 보내
[M] | 공공/행정 | 87. 미친 세무서 상담 예약이 2주 뒤밖에 없어
[M] | 공공/행정 | 88. ㅅㅂ ㄹㅇ 수도 요금 이의 제기가 왜 이렇게 어려워
[M] | 공공/행정 | 89. 돌았냐 전기 누진세 구간이 왜 이렇게 좁아
[M] | 공공/행정 | 90. 미친 구청 홈페이지 민원 접수가 왜 안 돼
[M] | 공공/행정 | 91. ㅅㅂ 우체국 등기우편이 왜 분실됐냐
[M] | 공공/행정 | 92. 닥쳐 담당자 연결해줘 이 문제 진전이 없어
[M] | 공공/행정 | 93. 미쳤다 가스 요금이 왜 이번 달만 2배야
[M] | 공공/행정 | 94. ㅅㅂ 건보 피부양자 등록이 왜 이렇게 까다로워
[M] | 공공/행정 | 95. 또라이같이 과태료 납부 기한을 왜 이렇게 짧게 줘
[M] | 공공/행정 | 96. 미친 도로 공사 안내판이 왜 하나도 없어
[M] | 공공/행정 | 97. ㅅㅂ 세금 환급 신청 서류가 왜 5종류야
[M] | 공공/행정 | 98. 돌았나 국민연금 소득 신고가 왜 이렇게 복잡해
[M] | 공공/행정 | 99. 미친 구청 무인발급기 먹통인 거 언제 고칠 거야
[M] | 공공/행정 | 100. ㅅㅂ 주차 단속 카메라 위치를 왜 안 알려줘
[M] | 공공/행정 | 101. 닥치고 민원 처리 결과 빨리 알려줘
[M] | 공공/행정 | 102. 미친 수도 검침 일정이 왜 불규칙해
[M] | 공공/행정 | 103. ㅅㅂ 전기 검침 오류인데 정정이 왜 안 돼
[M] | 공공/행정 | 104. 또라이같이 쓰레기 수거일을 왜 자꾸 바꿔
[M] | 공공/행정 | 105. 미친 건보 직장가입자 확인이 왜 이렇게 오래 걸려
[M] | 공공/행정 | 106. ㅅㅂ 세무서 방문하면 맨날 서류 부족이야
[M] | 공공/행정 | 107. 돌았나 민원24 사이트가 왜 이렇게 자주 다운돼
[M] | 공공/행정 | 108. 미쳤다 구청 직원이 다른 부서 가라고만 해
[M] | 공공/행정 | 109. ㅅㅂ 연금 수령액 조회가 왜 이렇게 복잡해
[M] | 공공/행정 | 110. 미친 우체국 소포 수취인 변경이 왜 안 돼
[M] | 공공/행정 | 111. ㅅㅂ ㄹㅇ 과태료 이의 신청이 왜 이렇게 어려워
[M] | 공공/행정 | 112. 또라이같이 건보료 산정 내역을 왜 안 보내줘
[M] | 공공/행정 | 113. 미친 도로 신호등 고장 신고했는데 2주째 그대로야
[M] | 공공/행정 | 114. ㅅㅂ 세금 분할 납부 신청이 왜 안 되냐
[M] | 공공/행정 | 115. 닥쳐 규정만 읊지 말고 실질적 해결을 해줘
[M] | 공공/행정 | 116. 미친 가스 안전점검 일정을 왜 마음대로 잡아
[M] | 공공/행정 | 117. ㅅㅂ 전기요금 할인 신청 서류가 왜 이렇게 많아
[M] | 공공/행정 | 118. 돌았냐 구청 온라인 서비스가 왜 IE 전용이야
[M] | 공공/행정 | 119. 미쳤다 주민등록 주소 변경이 왜 이렇게 번거로워
[M] | 공공/행정 | 120. ㅅㅂ 우편물 오배달이 왜 이렇게 자주 있어
[M] | 공공/행정 | 121. 미친 진짜 민원 처리 속도가 달팽이야
[M] | 공공/행정 | 122. tlqkf 세무서 ARS가 왜 이렇게 복잡해
[M] | 공공/행정 | 123. 씨빠 건보 자격 변경이 왜 한 달이나 걸려
[M] | 공공/행정 | 124. 시1발 구청 민원실 번호표 뽑고 2시간째야
[M] | 공공/행정 | 125. ㅅㅂ 쓰레기 무단투기 신고했는데 조치가 없어
[M] | 공공/행정 | 126. 미친 연금 자격 조회가 왜 이렇게 느려
[M] | 공공/행정 | 127. 돌았나 수도 요금 자동이체 등록이 왜 이렇게 번거로워
