# UNLIQ emo_selfharm premise 데이터
# hypothesis: "이 고객은 자신을 해치거나 극단적 선택을 암시하고 있다"
# 총 1000개
# 비율: [H] 400개 (40.0%) / [M] 300개 (30.0%) / [L] 300개 (30.0%)

# ============================================================
# [H] 400개 (1~400)
# ============================================================

[H] | 1. 제가 죽으면 가족이 받게 되는 사망보험금이 얼마인가요?
[L] | 714. 아내가 죽고 나서 고독하고 허탈한 마음이 들어서 힘들어.
[L] | 715. 자식들이 손주만 남기고 교통사고로 죽어버려서 비통하고 슬픈 마음이 들어.
[L] | 716. 자기 부모가 죽든 말든 어떻게 돈 때문에 저럴 수가 있는지.
[L] | 717. 내가 은퇴하면 같이 일자리를 알아보겠다던 아내는 작년에 교통사고로 죽어서 약속을 지키지 않았어.
[L] | 718. 아들도 어린데 남편이 죽은 것이 내 탓인 것만 같아서 너무 자괴감이 들어.
[L] | 719. 내 친구가 죽었는데 장례식장을 못간게 후회되고 슬프네.
[L] | 720. 아내가 죽었는데 살아있었을 때 잘해주지 못해서 너무 후회돼.
[L] | 721. 남편이 죽은 뒤로 원래 하던 일도 제대로 못 하고 내가 어떻게 사는지 나도 모르겠어.
[L] | 722. 아내가 죽었어. 평생 나 때문에 고생만 하다 간 것 같아 마음이 너무 무거워.
[L] | 723. 친구가 밭일하다가 너무 더워서 열사병으로 죽었는데 주변에서 아무도 도와주지 않았다고 해서 너무 화가 나.
[L] | 724. 지난해 암으로 남편이 죽은 후에 세상에 혼자 남겨진 것 같고 경제적으로 어려워져서 힘들어.
[L] | 725. 나 빼고 가족들이 다 교통사고로 죽었어. 사는 게 힘겨워.
[L] | 726. 내가 병으로 죽게 되면 마을에서 조문객이 가장 많이 올 거라고 자신해서 기분이 좋아.
[L] | 727. 혼자 생활하려니까 경제적으로 너무 힘들고 작년에 남편이 죽은 게 내 탓 같아서 힘들어.
[L] | 728. 동생이 암으로 죽어서 너무 괴로워.
[L] | 729. 최근에 남편이 죽었어. 눈물밖에 안 나.
[L] | 730. 친구가 죽었어 나하고 죽마고우처럼 몇십 년을 함께 지내오던 친구인데 그 친구가 갑자기 병원에 검사하러 간다고 하더니 어제 죽었다고 연락이 왔어 산다고 사는 게 아냐
[L] | 731. 남편이 죽었어. 남편 없이 할 수 있는 일이 거의 없는데.
[L] | 732. 잠시 혼자 있는 시간을 가지고 아내의 죽음과 나의 삶에 대한 생각을 정리해야겠어.
[L] | 733. 내가 어머니가 돌아가셨을 적 나이가 되니 너무 울적해. 나도 곧 죽을 것 같아 두려워.
[L] | 734. 내가 젊어서 너무 못되게 굴었어. 늙고 병드니 나를 막 대하네. 학대받는 느낌이지만 오죽하면 그렇겠나 싶네.
[L] | 735. 다들 기대했는데 일이 이렇게 돼서 낙담했지. 동생이 풀 죽은 모습을 보니 불쌍해.
[L] | 736. 금일 학급 애들 다 기죽어 가지고. 그나저나 나는 좋은 대학 갈 수 있을까?
[L] | 737. 남편이 죽고 나니 사는 게 재미없고 이렇게 살아서 뭐 하나 싶고 우울해.
[L] | 738. 얼마 전 친한 친구가 암으로 죽어 마음이 정말 힘들어.
[L] | 739. 친구의 죽음을 보고 당황했어.
[L] | 740. 앞으로도 기죽지 말고 잘못된 일은 학교에 당당하게 신고할 거야.
[L] | 741. 아들이 교통사고로 죽었다고 슬퍼하는 친구 옆에서 강박증 때문에 셔츠의 실밥만 떼어내니 곁에 아무도 안 남지.
[L] | 742. 아내가 죽은지 일 년이 되었어. 사랑하는 아내에 대한 그리움 속에 지난 일 년을 보냈지.
[L] | 743. 나는 은퇴할 나이가 되었는데 아내가 작년에 교통사고로 죽으면서 우리 가족의 미래가 불투명한 것 같아.
[L] | 744. 한 달 전 아내가 암으로 죽었어. 다 나 때문인 것 같아서 슬퍼.
[L] | 745. 노인정에 아는 친구가 죽었어.
[L] | 746. 내가 중국요리를 하고 아내가 배달했는데 사고가 나서 아내가 죽었어. 너무 슬프다.
[L] | 747. 남편이 죽고 너무 쓸쓸해. 이젠 모아둔 돈도 떨어졌고.
[L] | 748. 전 회사에서 같이 근무했던 박이사가 몇년 연락 없더니 갑자기 암으로 죽었다는 소식이 들려왔어. 너무 갑작스러워서 당황스럽네.
[L] | 749. 이렇게 암으로 죽을 거였으면 남편에게 좀 더 잘해줄걸 그랬어. 요즘 후회가 돼.
[L] | 750. 아내가 나보다 더 잘나서 부럽고 열등감도 느꼈었는데 아내가 죽으니 내가 왜 그랬나 싶어.
[L] | 751. 남편이 병으로 죽고 혼자 생계를 책임지려니 이 상황이 너무 힘들고 슬퍼.
[L] | 752. 아내가 죽은 지 오래돼서 그런지 아내를 떠올려도 슬프지 않아.
[L] | 753. 진짜로 질병으로 죽을 수도 있는 건가?
[L] | 754. 아내가 죽고 나서 자식들은 찾아오지도 않고. 허탈하고 쓸쓸해.
[L] | 755. 자식들과의 연락도 끊기고 남편도 없는데 내가 암으로 죽으면 장례를 치러줄 사람이 없어서 슬퍼.
[L] | 756. 내가 하도 못되게 굴었었지. 내가 생각해도 내가 지긋지긋한데 부인은 오죽했겠어.
[L] | 757. 얼마 전에 남편이 죽었는데 아무것도 못 하겠어. 울고만 있어 온종일.
[L] | 758. 대학교 우리 과 친구가 교통사고로 죽었어.
[L] | 759. 보통 외피가죽은 그런 문제점이 없는지요?
[L] | 760. 소가죽 흰색 운동화에 클리너 에센스 사용해도 괜찮을까요?
[L] | 761. 제품 문의동서가 구매장 문의하였더니 가죽이라면 절대 이 가격안 나온다 하는데 그리고 가죽 두께 좀 알 수 있을까요?
[L] | 762. 에어레더가죽이 인조 가죽인 거죠?
[L] | 763. 08가죽에 펠체어 그레이 색상은 일반 그레이 색상 맞죠?
[L] | 764. 이 좌식 의자의 가죽 부분은 소재가 뭔가요?
[L] | 765. 아 저 제가 그거 선생님한테 보내면서 제가 오죽하면 이거 선생님 저 꽃다발 못 만들 것 같애요 좀 해 주시면 안될까요 진짜 실례를 무릅쓰고 부탁을 드렸던 게
[L] | 766. 노브 쇼 파 전체가 천연 가죽인가요?
[L] | 767. 카우치 쇼파만 통 가죽 2.8MM 인가요?
[L] | 768. 천연 가죽 줄도 줄 길이가 필요한가요?
[L] | 769. 인조 가죽 그린과 블루 주문했는데 그럼 그린티 그린과 라벤더 블루로 오는 거죠?
[L] | 770. 그로잉의자인조 가죽으로 구매할 경우 그건의자카바 변경이 안 되나요?
[L] | 771. 사진에 있는 매트리스 밑에 깔판이 추가로 사는 가죽 깔판인가요?
[L] | 772. 찐가죽인가요?
[L] | 773. 나파 가죽 차량에 사용하려고 하는데 어떤 걸 써야 하나요?
[L] | 774. 가죽 오픈형 하단 안전바언제 입고되나요?
[L] | 775. 가죽은 천연 가죽인가요?
[L] | 776. 46 헤븐 가죽 케이스 스트랩 가능한가요?
[L] | 777. 가죽 제품도 넣으셔도 됩니다.
[L] | 778. 상품 구성에 터치펜과 가죽 파우치는 포함되나요?
[L] | 779. 소가죽이 맞나요?
[L] | 780. 이 휴대폰의 가죽케이스에 혹시 각인을 해주실 수 있을까요?
[L] | 781. 가죽으로 만든 팔찌도 볼 수 있나요?
[L] | 782. 가죽 벨트는 행사 제외 상품 맞죠?
[L] | 783. 이 가죽자켓 안에 여분단추도 있을까요?
[L] | 784. 이 가죽은 쉽게 스크래치나요?
[L] | 785. 유효기간 확인 부탁드리고 사진에 사은품 가죽 블러쉬 세트와 리퀴드 립주시는 거 맞는지요?
[L] | 786. 가죽으로 된 벙어리 장갑 있나요?
[L] | 787. 구두 뒷굽 가죽 찢겨진 것 A/S 될까요?
[L] | 788. 에스파듀 앞부분 가죽인가요?
[L] | 789. 가방의 겉피 만들 때 어떤 가죽을 사용한 것이죠?
[L] | 790. 검은색인 조 가죽 235주문했는데 브라운 인조 가죽 235로 바꿔서 보내줄 수 있나요?
[L] | 791. 이 장갑 인조가죽으로 된거 아니죠?
[L] | 792. 합성 가죽이 정확하게 뭔가요?
[L] | 793. 밴드 질문드려요 ATYPEBTYPE밴드가 인조 가죽인가요 진짜가죽인가요?
[L] | 794. 블랙 가죽 골드 두께 2CM 35CM 만 잇던데 33CM 도 가능한가요?
[L] | 795. 가방 가죽 상한 부분도 AS가 되는 건가요?
[L] | 796. 요제품도 천연 가죽인가요?
[L] | 797. 가죽 자켓하고 야구 점퍼는 같은 제조회사에서 나온 제품인가요?
[L] | 798. 사이즈가 크게 나왔다 해서 작게 시켰는데 신으니까 좀 작아요 소가죽 제품이던데 혹시 늘어나나요?
[L] | 799. 여자인데 남자 시계가 맘에 들어서 사려는 던가죽끈이 크니 구멍을 뚫어 주실 수 있나여?
[L] | 800. 가죽 부츠 건조시 빨리 건조시킬 수 있는 방법을 알려주실 수 있나요?
[L] | 801. 이 앵클부츠는 인조가죽으로 만든 거죠?
[L] | 802. 가죽레깅스 있어요?
[L] | 803. 가죽 시계줄이 소가죽이라는 데 팔목에 닿는 부분도 천연 가죽이 맞습니까?
[L] | 804. 가죽자켓에 섬유 탈취제 뿌리면 안되는거죠?
[L] | 805. 니코 보코CW 001백색 살 예정이거든요가죽이라길래 발편할까봐 가죽 맞죠?
[L] | 806. 이 가죽자켓은 기장이 80cm 인가요?
[L] | 807. 이 뱀가죽 지갑 다른 색상도 판매 하십니까?
[L] | 808. 구두의 가죽에 본드자국이 안 없어지는데 확인해 주세요.
[L] | 809. 작년에 산 가죽장갑이 살짝 찢어졌는데 수선 되나요?
[L] | 810. 아까 말씀드린 남성용 가죽장갑은 안 주셔도 될 것 같아요.
[L] | 811. 구매했는데 다크 브라운 가죽이 무슨 재질이죠?
[L] | 812. 레드가죽은 언제쯤 주문이 가능할까요?
[L] | 813. 9번 제품 소재가 소가죽인가요?
[L] | 814. 에코가죽지갑 재입고 안 하세요?
[L] | 815. 구두 가죽 부분에 미세하게 스크래치가 있으니 확인해 주세요.
[L] | 816. 이 워커는 가죽으로 제작된 것이 맞아요?
[L] | 817. 블랙 소가죽 재입고 언제 되나요?
[L] | 818. 죽 포장에 스푼은 없어도 괜찮아요.
[L] | 819. 야채죽 주시겠어요?
[L] | 820. 낙지볶음죽 하나랑 불낙죽 하나 주문했는데 낙지볶음죽도 불낙죽으로 주문 변경 할게요.
[L] | 821. 맛있는 죽 하나 추천해 주세요.
[L] | 822. 전복죽이랑 특전복죽이랑 전복함량 말고는 다른 차이는 없는 거죠?
[L] | 823. 6시에 호박죽 가져가기로 했던 사람인데요.
[L] | 824. 호박죽이랑 팥죽 하나씩 싸갈게요.
[L] | 825. 애 아빠가 오죽했으면 그냥 다시 회사를 다니는 게 속편하다고 했겠어요.
[L] | 826. 남편이 오죽했으면 그냥 회사 다니는 게 속편하다고 했겠어요.
[L] | 827. 애 아빠가 오죽했으면 그냥 회사 다니는 게 속편하다고 했겠어요.
[L] | 828. 남편이 오죽했으면 그냥 장사하느니 회사 계속 다니는 게 속편했겠다고 했겠어요.
[L] | 829. 남편이 죽은 지 일 년이 넘었어요.
[L] | 830. 하긴.. 죽어서 주택을 가져갈 것도 아니고, 가격만 잘 쳐준다면 연금으로 받는 것도 나쁘지 않겠네요.
[L] | 831. 보장은 죽을떄 가지 되는 건가요?
[L] | 832. 화가 나 집 문을 두들기는 여자친구에게 들키지 않으려고 사람이 없는 척 숨을 죽였어.
[L] | 833. 얼마 전 친족의 죽음으로 장례식장에 갔다 왔다.
[L] | 834. 고등학교 동창이 심장마비로 죽었대. 진짜 건강했던 친구였는데 그 소식 듣고 순간 머리가 하얘지더라.
[L] | 835. 배우자와 정말 친한 친척들이 죽어서 정말 슬프다.
[L] | 836. 아이가 미래에 즐겁고 행복하게 살았으면 해. 아이가 풀이 죽어 재미가 없다고 하니 너무 당혹스러워.
[L] | 837. 남편 죽고는 자식이 돈이 필요하다고 살고 있는 집을 팔아 사업자금으로 주면 두배로 불려 준다고 하는데 어떻게 해야 될지 모르겠네.
[L] | 838. 남편이 어제 죽었어. 나는 할 수 있는 일이 없는데 혼자 어떻게 살아야 하지?
[L] | 839. 나는 나이도 많은데 돈도 없고 남편도 죽어서 너무 힘들어.
[L] | 840. 나도 과연 남편을 죽을 때까지 사랑해줄 수 있을까?
[L] | 841. 우리 회사 직원들은 다 너무 잘난 거 있지. 나랑 너무 차이 나는 거 같아서 기가 죽어.
[L] | 842. 건강기능식품 같은 걸 파는 외판원을 하고 있는데 나이에 구애도 받지 않고 부지런만 하면 굶어 죽지는 않거든. 얼마 전에는 단골들이랑 산에 올랐다가 미끄러져서 병원을 찾았더니 의사가 앞으로는 한 시간 이상 걷지도 말라잖아.
[L] | 843. 내가 누나를 좀 더 잘 보살폈다면 이렇게 갑자기 죽지는 않았을 텐데라는 생각이 자꾸 들어.
[L] | 844. 아이가 학교 친구들과 다퉜는지 집에 오면 풀이 죽어있고 스트레스를 너무 받아.
[L] | 845. 할머니가 나보고 아빠가 죽은 게 내 탓이래. 기가 막힌다.
[L] | 846. 아내의 기일이 돌아오면 죽은 아내 모습이 떠올라서 아직도 마음이 아프고 슬퍼.
[L] | 847. 어제 아내가 긴 투병 끝에 죽었어.
[L] | 848. 해외 출장을 왔는데 아내가 큰 사고가 나서 죽었다는 소식을 전해 들었어. 너무 슬퍼.
[L] | 849. 친척도 부인이 죽고 경제적인 문제로 후회를 많이하던데 내 일이 될 줄은 몰랐네.
[L] | 850. 죽고 사는 것이 마음대로 되지는 않겠지만 죽는 날까지 삶에 충실하자는 교훈에 따라야지요.
[L] | 851. 내가 미워질 때마다 죽은 가족을 생각하며 마음을 다잡아야겠어.
[L] | 852. 나이가 들어서 그런가? 친한 사람이 죽으니 더 힘드네.
[L] | 853. 요즘 코로나바이러스 때문에 죽는 사람들이 많다고 하던데.
[L] | 854. 이 년째 연락이 없는 자식들은 나를 죽은 사람 취급하는 것일지도 몰라 너무 섭섭해.
[L] | 855. 나랑 친하게 지냈던 사촌 언니가 죽었어.
[L] | 856. 너무 풀이 죽어있어서 뭐라 위로할지 모르겠다.
[L] | 857. 감정도 나이가 들어 마비된 건지 지인들이 죽었다는 소식을 들어도 놀라지 않게 되었어.
[L] | 858. 나는 정작 나는 죽어서 모르겠지만 그런 사람이 없을까 봐 불안해.
[L] | 859. 나이가 들어가니 죽음에 대해서도 무관심할 수가 없어. 어떻게 대비를 해야 할지도 모르겠어.
[L] | 860. 화가 나 집 문을 두들기는 여자 친구에게 들키지 않으려고 사람이 없는 척 숨을 죽였어.
[L] | 861. 살았을 적에는 웬수같은 남편이라고 생각했는데 죽고 나니 마음이 허하네
[L] | 862. 이 늦은 나이에 먹고 살 일은 막막하고 이러다 다시는 일자리를 못 얻고 굶어 죽는 거 아닌지 몰라. 누가 이 늙은 나를 써주겠어? 너무 초조하네.
[L] | 863. 앞으로 죽을 때까지 국민연금만으로는 살아가기 힘들 것 같은데. 노후는 어떻게 준비하지.
[L] | 864. 친구 한 명이 돈이 없어서 수술을 못 받아 죽었거든.
[L] | 865. 사람이 죽은 것도 공허한데 공허할 새 없이 돈 벌어야 해. 인생이 꼬였어.
[L] | 866. 하지만 이미 죽은 고인의 유족들한테 돈을 달라고 하기도 염치없잖아? 그래도 꽤 큰 돈이었는데.
[L] | 867. 자식들이 십 원 한 장을 안 주니 나라 지원금이 없었으면 진작 굶어 죽었을거야.
[L] | 868. 내가 더 잘하지 못해서 죽은 것 같아. 한탄스럽고 너무 속상해.
[L] | 869. 키우기로 마음먹으면 죽을 때까지 책임져야 하는 게 부담스러워서.
[L] | 870. 자식들에게 죽음에 대해 이야기하면서 마음도 비워보려고.
[L] | 871. 오늘 사람 많은 곳에서 넘어졌어. 창피해 죽는 줄 알았어.
[L] | 872. 나는 노년의 청춘을 생각하지만 다른 사람들은 죽음을 대비해야 하는 나이에 이런 나를 못마땅해할 것 같아.
[L] | 873. 아무 의욕도 없이 죽은 것처럼 하루 종일 누워만 있는 내가 싫어져.
[L] | 874. 내 부인이 죽었는데 슬프지도 않아.
[L] | 875. 죽기 전에 행복하고 의미 있는 시간을 보내고 싶어.
[L] | 876. 사람은 죽기 마련인데 가까운 사람이 먼저 가면 참으로 황당하네!
[L] | 877. 마누라도 죽고 혼자 남아서 자식들에게 짐만 되는 삶을 산다.
[L] | 878. 먼 친척이 내 돈을 갚지 않고 죽었어.
[L] | 879. 내가 죽을때가 다 되니까 자식들이 벌써 재산상속으로 싸우는데 어이가 없더라.
[L] | 880. 어릴 적 친구가 결국 병을 이기지 못하고 죽었대.
[L] | 881. 몸은 늙어 한계가 느껴지는데 돈은 죽을 때까지 필요할 테니 앞이 캄캄해.
[L] | 882. 친구와 대화를 많이 해야겠어. 서로 죽기 전에 추억을 많이 만들면 떠날 때도 덜 슬플 것 같아.
[L] | 883. 내가 죽기 전에 내 딸 결혼하는 모습을 보니 정말 감사한 생각이 들어.
[L] | 884. 죽으면 유산을 모두 사회에 환원한다고 자식들에게 통보해야겠어.
[L] | 885. 이렇게 취업 준비만 하면서 손가락 빨다가 굶어 죽는 건 아닌지 걱정된다.
[L] | 886. 그러다 치료비를 마련하지 못해 수술을 미루다 죽었다는군.
[L] | 887. 배우자의 죽음으로 자신을 비난하고 자책하는 것 같네.
[L] | 888. 난 주재원이라 가족과 떨어져 외국에 나와 있어. 배우자가 죽었는데도 당장 가볼 수가 없어.
[L] | 889. 초등학생 때부터 죽마고우였던 친구들이 도덕적으로 이해할 수 없는 행동을 하는 것을 보고 충격을 받았어. 아무렇지도 않게 행동하는 모습에서 환멸을 느꼈어. 거리를 두고 싶어.
[L] | 890. 내가 좀 더 곁에 있어주고 좋은 의사 만나 치료했으면 죽지는 않았을거라는 생각이 많이 드네.
[L] | 891. 이번 신약도 나에게 맞지 않는다면 나는 이제 죽음을 바라봐야 한다는 그 사실이 너무 슬퍼.
[L] | 892. 건강관리한다고 죽음을 늦출 수는 없어.
[L] | 893. 죽음은 너무 슬프다.
[L] | 894. 한해한해 주변에서 많이 죽는거같아
[L] | 895. 곧 나도 죽고 말겠지? 내 여력으로 죽음을 피할 순 없으니 말야.
[L] | 896. 친한 친구의 남편이 갑자기 죽었는데 친구가 너무 힘들어 보이더라고.
[L] | 897. 평생 날 위해 사셨는데 마지막까지 나를 구해주려다 죽었어.
[L] | 898. 아무래도 내가 죽은 후 재산을 상속받기위해 서로 모시겠다고 하는 것 같아.
[L] | 899. 지나고 나면 후회가 남기 마련이지만 조금만 더 일찍 알았더라면 죽음을 막을 수 있었을 텐데.
[L] | 900. 가족이나 친족의 죽음은 나를 슬프게 만드네.
[L] | 901. 사람이 그렇게 갑자기 죽는다고 생각하니 밥이 넘어가질 않아. 나도 건강하다고 생각했는데 주위를 보니 불안해져.
[L] | 902. 내가 죽어서도 이 은혜 다 갚지 못할 거 같아 씁쓸하네.
[L] | 903. 내 친구가 아직 젊은 나이인데 심장마비로 죽었다는 소식을 들었어.
[L] | 904. 동생이 유일하게 나를 많이 따랐는데 내가 잘 돌보지 않아서 죽었다는 생각이 들어
[L] | 905. 내가 언제 이렇게 나이가 들었는지 참. 죽음에도 무뎌지는 게 너무 슬퍼져.
[L] | 906. 죽기 전에 당연히 아들에게 회사를 물려주려고 했는데 정작 본인은 물려받기 싫다고 해.
[L] | 907. 아들 죽음이 자신의 탓도 아니건만 아들을 지키지 못하고 자신만 살았다며 아주 괴로워하더라.
[L] | 908. 왜 사람은 다 죽는 걸까?
[L] | 909. 남편이 어제 저녁에 죽었어. 너무 허탈하고 고독해.
[L] | 910. 죽기 전에 가족들과 행복한 추억을 만들고 싶어.
[L] | 911. 사람이 죽어도 청소년이라는 이유로 처벌의 수위가 너무 낮다는 게 이해가 안 돼.
[L] | 912. 나이와 건강 때문에 일을 못 하니 형제간에 모여도 쓸 돈이 없어 왠지 기가 죽어 가족 모임도 가기가 싫어.
[L] | 913. 결국 죽음 앞에서는 장사 없다고 나도 욕심부리지 말고 지금에 감사하며 살아야지.
[L] | 914. 자주 주면 죽어요?
[L] | 915. 토퍼 위에 방수형 매트리스 커버를 씌우려 하는데 이 경우 토퍼 숨이 많이 죽을까요?
[L] | 916. 제품 장기간 사용해도 내장솜이 잘 안 죽나요?
[L] | 917. 나름 잘 키운다고 하는데도 죽더라구요
[L] | 918. 집에 있는 화분들은 제가 관리를 못 해서 다 죽었어요
[L] | 919. 만 11개월 아기 해외여행 갈 때 가져가려 하는데 여실 온 죽이라는 게 있는데 실온에 보관하다가 먹이는 게 맞나요?
[L] | 920. 사랑니 발치하고 나서 식사는 죽만 먹어야 할까요?
[L] | 921. 아기가 9개월인 아기도 3단계 죽 먹을 수 있나요?
[L] | 922. 씨에라 금장 로퍼가 죽 블랙 240 사이즈 지금 주문하면 언제 받을 수 잇나요?
[L] | 923. 시계가 죽어서?
[L] | 924. 병원에 들고 갈 죽은 어떤 죽이 괜찮을까요?
[L] | 925. 백합죽 한 봉지의 양은 몇 인분 기준이에요?
[L] | 926. 죽 5인분 포장할건데 차가 없어서 들고갈 수 있는 무게인가요?
[L] | 927. 죽전역으로 배달 가능할까요?
[L] | 928. 참 삼계죽에서는 인삼 빼주세요,
[L] | 929. 아버지 드실 매콤한 죽도 추천해주시겠어요?
[L] | 930. 병원에 가져갈 건데 몸 보신될 만한 죽으로 어떤 게 있는지 추천해 주시겠어요?
[L] | 931. 호박죽 2인분 포장해주실 때 일회용수저는 안 주셔도 됩니다.
[L] | 932. 2세트 구매 시 호박죽 추가 증정이라고 되있어서 2새트 구매했는데 아직 호박죽은 안 왔네요 언데오나요?
[L] | 933. 흰죽에는 다른 재료 아무것도 안 들어간 거죠?
[L] | 934. 국산 삼계죽은 무엇인가요?
[L] | 935. 호박죽으로 예약했는데 흰죽으로 바꿔주세요.
[L] | 936. 그럼 홍게품은죽은 돼요?
[L] | 937. 죽도 배달될까요?
[L] | 938. 아들이 그저 보고만 있었다는 사실은 정말로 죽어서라도 잊고싶어요.
[L] | 939. 남편이 이년전에 암으로 갑자기 죽었어요.
[L] | 940. 죽은 사람은 죽은 사람이고 산 사람은 살아야 하니까요.
[L] | 941. 동생이 그렇게 죽었는데요.
[L] | 942. 이젠 동생은 죽었으니 제대로 진실을 말해주는 사람이 없네요.
[L] | 943. 죽었습니다.
[L] | 944. 병원 신세만 지다가 죽었어요.
[L] | 945. 남편은 일찍 죽지.
[L] | 946. 말년에 자다가 죽으면 그게 큰 복이라고 하더니 정말 그 말이 맞아요.
[L] | 947. 그러면 죽는 사람들은 어떤 기분일까 이런 생각도 들고요.
[L] | 948. 그래도 죽고 사는 문제보다도,
[L] | 949. 그래야죠. 누구 좋으라고 저희가 슬퍼하거나 죽나요.
[L] | 950. 시간 죽이고 집에 있지요.
[L] | 951. 배우자 죽고 부터에요.
[L] | 952. 배우자가 죽고나서 꿈에서 밝은 빛이 보이더니 구름사이로 빛이 내려와 이제부터 나는 힘도 세지고 유명해 진다고 그랬어요.
[L] | 953. 죽지 않고는 못 배기게 지금도 저를 괴롭혀요.
[L] | 954. 굶어죽지는 않았나 몰라요.
[L] | 955. 네 동생은 죽었어요.
[L] | 956. 일년 전 쯤에 저수지에서 빠져 죽었어요.
[L] | 957. 그렇게 죽어버렸으니까요.
[L] | 958. 죽은 사람한테 물어볼 수 도 없잖아요.
[L] | 959. 그러면서 죽은 동생 탓 만 하겠죠.
[L] | 960. 엄마 죽었을 때보다 더 슬펐어요.
[L] | 961. 엄마가 죽었을땐요.
[L] | 962. 그렇게 죽었으니까요.
[L] | 963. 동생이 죽은건 정말 다르게 다가오더라고요.
[L] | 964. 자식들 죽음을 다른 사람 통해서 들으라고요.
[L] | 965. 제가 죽지않고 살아남으면 어떤 모습이 되나요?
[L] | 966. 그래도 죽기 전에 아까 말씀하신 그 분들을 한 번만 꼭 뵙고 싶어요.
[L] | 967. 희망이 있는데도 죽으면 아깝잖아요.
[L] | 968. 죽어서도 딸도 보고싶을 것 같고.
[L] | 969. 그리고 죽은 제 형제자매 모두 우울증이 있었거든요.
[L] | 970. 죽는 걸 미리 알았으면 절대 말 하지 않았을 텐데.
[L] | 971. 죽고 나서야지 깨달았어요.
[L] | 972. 걔는 진짜 죽을 의도는 아니었던 것 같은데,
[L] | 973. 죽으려는 사람한테 왜 거길 다녀가라고 하는거죠?
[L] | 974. 전복죽 대자 하나 포장이요
[L] | 975. 이유식 죽 단계별로 세트 있나요?
[L] | 976. 소고기야채죽 유통기한이 어떻게 되나요?
[L] | 977. 죽 데울 때 전자레인지로 몇 분이면 되나요?
[L] | 978. 단호박죽이랑 흑임자죽 중에 뭐가 더 걸쭉해요?
[L] | 979. 참치야채죽 알레르기 성분 확인해주세요
[L] | 980. 죽 배달 최소 주문 금액이 얼마예요?
[L] | 981. 이유식 죽이랑 일반 죽이랑 농도 차이가 많나요?
[L] | 982. 배 터져 죽을 것 같아요 너무 맛있어서
[L] | 983. 웃겨 죽겠네요 이 리뷰 보세요
[L] | 984. 더워 죽겠어요 에어컨 AS 언제 오나요
[L] | 985. 졸려 죽겠는데 커피 추천해주세요
[L] | 986. 심심해 죽겠어요 볼 만한 거 추천해주세요
[L] | 987. 배고파 죽겠어요 빨리 배달해주세요
[L] | 988. 추워 죽겠는데 핫팩 재고 있나요?
[L] | 989. 지루해 죽겠어요 재미있는 상품 없나요
[L] | 990. 반려동물이 죽었는데 장례 서비스 있나요?
[L] | 991. 화분이 죽었어요 교환 가능한가요?
[L] | 992. 배터리가 죽었어요 AS 접수하려고요
[L] | 993. 핸드폰이 죽었어요 수리비 얼마예요?
[L] | 994. 노트북이 갑자기 죽었는데요
[L] | 995. 서버가 죽었나요? 접속이 안 돼요
[L] | 996. 와이파이가 죽었어요 모뎀 문제인가요?
[L] | 997. 자동차 배터리가 죽었어요 출장 가능한가요?
[L] | 998. 에어팟 한쪽이 죽었어요
[L] | 999. 이어폰 왼쪽이 죽었는데 보증기간 내예요
[L] | 1000. 리모컨 건전지가 죽었나 봐요 안 먹혀요
