# UNLIQ emo_threat premise 데이터
# hypothesis: "이 고객은 위협이나 협박을 하고 있다"
# 총 1200개 (6업종 × 200개)
# 비율: [H] 30% / [M] 35% / [L] 35%

============================================================
업종 1: 이커머스 (1~200)
============================================================

[H] | 이커머스 | 1. 택배기사 찾아가서 진짜 죽여버린다
[M] | 통신/가전AS | 723. 약정 해지 거부야? 두고 봐 가만 안 놔둔다
[M] | 통신/가전AS | 724. 수리비 환불해 안 그러면 큰일 난다
[M] | 통신/가전AS | 725. 이 대리점 때문에 손해 본 거 반드시 되돌려준다
[M] | 통신/가전AS | 726. 시발 이 통신사 가만히 안 당한다
[M] | 통신/가전AS | 727. 기사가 벽에 구멍 냈는데 가만 넘어갈 줄 알아?
[M] | 통신/가전AS | 728. AS센터 이번 건 후회하게 될 거야
[M] | 통신/가전AS | 729. 통신사 끝을 보겠다 진짜
[M] | 통신/가전AS | 730. 대리점 직원 가만 안 넘어간다 각오해
[L] | 통신/가전AS | 731. 방통위에 신고합니다
[L] | 통신/가전AS | 732. KAIT에 접수해요
[L] | 통신/가전AS | 733. 한국소비자원 가겠습니다
[L] | 통신/가전AS | 734. 해지하고 위약금 소송 갈 거야
[L] | 통신/가전AS | 735. 단체소송 참여할 거예요
[L] | 통신/가전AS | 736. 뽐뿌에 다 올린다
[L] | 통신/가전AS | 737. 커뮤니티에 전부 박제한다
[L] | 통신/가전AS | 738. 제품 들고 본사 앞에서 시위한다
[L] | 통신/가전AS | 739. 녹취 다 했어요 증거 있습니다
[L] | 통신/가전AS | 740. 변호사한테 상담받았어요 소송 가능하대요
[L] | 통신/가전AS | 741. 방송통신위원회 전자민원 접수합니다
[L] | 통신/가전AS | 742. 이 건 뉴스에 제보할 거예요
[L] | 통신/가전AS | 743. 소비자원에 접수하고 내용증명 보내겠습니다
[L] | 통신/가전AS | 744. 인터넷 커뮤니티에 이 통신사 피해 사례 올린다
[L] | 통신/가전AS | 745. 통신분쟁조정위원회에 신청합니다
[L] | 통신/가전AS | 746. 유튜브에 이 가전 AS 후기 올릴 거야
[L] | 통신/가전AS | 747. 국민신문고에 민원 넣겠습니다
[L] | 통신/가전AS | 748. 소비자보호원이랑 방통위 동시에 접수합니다
[L] | 통신/가전AS | 749. 이 건 SBS 생활경제에 제보했어요
[L] | 통신/가전AS | 750. 변호사 선임해서 위약금 소송 갈 거예요
[L] | 통신/가전AS | 751. 네이버 카페에 이 통신사 후기 올린다 스크린샷 포함
[L] | 통신/가전AS | 752. 전기통신사업법 위반이에요 방통위에 신고합니다
[L] | 통신/가전AS | 753. 이 서비스센터 실태 블로그에 상세하게 올릴 거예요
[L] | 통신/가전AS | 754. 과학기술정보통신부에도 민원 넣겠습니다
[L] | 통신/가전AS | 755. 소비자분쟁조정 신청할게요
[L] | 통신/가전AS | 756. 이 대리점 불법 영업 관할 구청에 신고합니다
[L] | 통신/가전AS | 757. 기자한테 제보했어요 통신 전문 기자야
[L] | 통신/가전AS | 758. 이 건 법적 대응 갈 거예요 소장 작성 중입니다
[L] | 통신/가전AS | 759. 인스타에 이 가전 AS 실태 올릴 거예요
[L] | 통신/가전AS | 760. 피해자 모아서 집단소송 준비 중이에요
[L] | 통신/가전AS | 761. 국회의원실에 민원 넣겠습니다 과기부 소관이에요
[L] | 통신/가전AS | 762. 녹취록 가지고 소비자원 방문하겠습니다
[L] | 통신/가전AS | 763. 이 통신사 약관 부당 조항 공정위에 신고합니다
[L] | 통신/가전AS | 764. 트위터에 이 대리점 사기 행각 올린다
[L] | 통신/가전AS | 765. 수리비 과다 청구 소비자원에 접수합니다
[L] | 통신/가전AS | 766. 이 건 MBC 뉴스데스크에 제보했어요
[L] | 통신/가전AS | 767. 통신사 요금 부당 청구 환불 소송 갈 거예요
[L] | 통신/가전AS | 768. 디시인사이드에 이 가전사 AS 실태 올린다
[L] | 통신/가전AS | 769. 법무법인 선임 완료했어요 내용증명 곧 갑니다
[L] | 통신/가전AS | 770. 한국정보통신진흥협회에도 민원 넣겠습니다
[L] | 통신/가전AS | 771. 이 건 언론에 제보해서 기사화시킬 거예요
[L] | 통신/가전AS | 772. 소액재판 가겠습니다 수리비랑 교통비 다 합쳐서
[L] | 통신/가전AS | 773. 가전 불량 제품 리콜 요청합니다 소비자원에
[L] | 통신/가전AS | 774. 이 대리점 사업자 번호 확인했어요 관할 기관에 신고합니다
[L] | 통신/가전AS | 775. 블라인드에 이 통신사 내부 사정 올릴 거야
[L] | 통신/가전AS | 776. 해지 위약금 부당 청구 법적으로 다툴 거예요
[L] | 통신/가전AS | 777. 이 서비스센터 피해 사례 소비자 카페에 공유합니다
[L] | 통신/가전AS | 778. 방통위 분쟁조정 신청서 제출했습니다
[L] | 통신/가전AS | 779. 이 건 조선일보 기자한테 얘기했어요
[L] | 통신/가전AS | 780. 가전사 고객센터 녹취 다 했어요 법정 증거로 씁니다
[L] | 통신/가전AS | 781. 통신사 피해자 카톡방 있어요 같이 대응합니다
[L] | 통신/가전AS | 782. 이 건 국민권익위원회에 접수하겠습니다
[L] | 통신/가전AS | 783. 소비자 고발 프로그램에 사연 보냈어요
[L] | 통신/가전AS | 784. 대리점 불법 판매 행위 방통위에 고발합니다
[L] | 통신/가전AS | 785. 이 가전 제품 안전 문제 있어요 기술표준원에 신고합니다
[L] | 통신/가전AS | 786. 변호사비 들여서라도 끝까지 소송 갈 거예요
[L] | 통신/가전AS | 787. 이 건 한겨레 기자한테 제보했어요
[L] | 통신/가전AS | 788. 통신사 약정 사기 피해자 모집해서 집단소송 갑니다
[L] | 통신/가전AS | 789. 서비스센터 실태 영상 찍었어요 유튜브에 올립니다
[L] | 통신/가전AS | 790. 이 건 소비자원이랑 방통위 동시에 갑니다
[L] | 통신/가전AS | 791. 대리점 허위 광고 공정위에 신고합니다
[L] | 통신/가전AS | 792. 녹취록이랑 문자 캡처 전부 변호사한테 넘겼어요
[L] | 통신/가전AS | 793. 이 가전사 리콜 안 하면 국가기술표준원에 민원 넣겠습니다
[L] | 통신/가전AS | 794. 통신사 요금 고지서 조작 의심돼서 신고합니다
[L] | 통신/가전AS | 795. 이 건 법적으로 끝까지 갈 거예요
[L] | 통신/가전AS | 796. 맘카페에 이 가전 AS 후기 올릴 거예요 주의하라고
[L] | 통신/가전AS | 797. 통신사 개인정보 유출 의심돼서 개인정보보호위에 신고합니다
[L] | 통신/가전AS | 798. 이 건 국감 자료로 제출할 거예요
[L] | 통신/가전AS | 799. 가전 제품 하자 담보 책임 소송 가겠습니다
[L] | 통신/가전AS | 800. 피해 증거 전부 정리했어요 관할 기관에 일괄 신고합니다

============================================================
업종 5: 공공/행정 (801~1000)
============================================================

[H] | 공공/행정 | 801. 구청 찾아가서 난리 칠 거야 각오해
[H] | 공공/행정 | 802. 담당자 집 알아냈다 찾아간다
[H] | 공공/행정 | 803. 시청 로비에서 행패 부릴 거야
[H] | 공공/행정 | 804. 공무원 너 이름 알았어 찾아가서 죽여버린다
[H] | 공공/행정 | 805. 세무서 찾아가서 책상 뒤집어엎는다
[H] | 공공/행정 | 806. 시발 담당 공무원 목덜미 잡는다
[H] | 공공/행정 | 807. 구청 유리창 깨버릴 거야
[H] | 공공/행정 | 808. 동주민센터 가서 난리 칠 거다 피 볼 줄 알아
[H] | 공공/행정 | 809. 담당자 퇴근길에 잡아서 때린다
[H] | 공공/행정 | 810. 시청 건물 앞에서 트럭 몰고 갈 거야
[H] | 공공/행정 | 811. 우체국 직원 멱살 잡을 거다
[H] | 공공/행정 | 812. 세무서 담당자 얼굴 사진 찍었다 SNS에 올리고 찾아간다
[H] | 공공/행정 | 813. 구청 민원실 부숴버린다 진짜
[H] | 공공/행정 | 814. 건보공단 직원 죽여버린다
[H] | 공공/행정 | 815. 시발 과태료 뭐야 담당자 잡아 패버린다
[H] | 공공/행정 | 816. 주민센터 가서 의자 던질 거야
[H] | 공공/행정 | 817. 국민연금 직원 찾아가서 멱살 잡는다
[H] | 공공/행정 | 818. 구청장 집 주소 알아냈어 찾아간다
[H] | 공공/행정 | 819. 세무서 가서 서류 다 찢어버릴 거야
[H] | 공공/행정 | 820. 시청 담당 과장 죽여버린다 진짜
[H] | 공공/행정 | 821. 우체국 가서 카운터 부숴버린다
[H] | 공공/행정 | 822. 동사무소 직원 퇴근시간 알아 기다린다
[H] | 공공/행정 | 823. 시발 민원 처리 안 하면 구청 불 지른다
[H] | 공공/행정 | 824. 건보공단 지사 찾아가서 난리 칠 거야
[H] | 공공/행정 | 825. 세무 공무원 차 번호판 알아 찾아간다
[H] | 공공/행정 | 826. 주민센터 직원 이름이랑 부서 알았다 기다려
[H] | 공공/행정 | 827. 구청 민원실에서 칼 들고 있을 거야
[H] | 공공/행정 | 828. 시청 건물 유리창 다 깨버릴 거다
[H] | 공공/행정 | 829. 수도 요금 담당 공무원 잡아 패버린다
[H] | 공공/행정 | 830. 전기요금 담당자 찾아가서 목 잡을 거야
[H] | 공공/행정 | 831. 우체국장 집 알아냈어 밤에 찾아간다
[H] | 공공/행정 | 832. 시발 세금 폭탄이야 세무 공무원 죽여버린다
[H] | 공공/행정 | 833. 국민연금 지사 가서 컴퓨터 다 부숴버릴 거야
[H] | 공공/행정 | 834. 구청 담당자 SNS 찾았어 집 찾아간다
[H] | 공공/행정 | 835. 민원24 담당자 어디야 찾아가서 때린다
[H] | 공공/행정 | 836. 동주민센터 가서 테이블 뒤집어엎을 거다
[H] | 공공/행정 | 837. 시청 공무원 사진 찍었다 찾아간다
[H] | 공공/행정 | 838. 건보 직원 얼굴에 물 끼얹어버린다
[H] | 공공/행정 | 839. 세무서 가서 모니터 깨버릴 거야
[H] | 공공/행정 | 840. 구청 로비에서 행패 부릴 거야 보안요원 있어도
[H] | 공공/행정 | 841. 시발 과징금 뭐야 담당자 집에 가서 난리 친다
[H] | 공공/행정 | 842. 우체국 배달부 잡아서 패버린다
[H] | 공공/행정 | 843. 주민센터 직원 퇴근길에 잡을 거야
[H] | 공공/행정 | 844. 국민연금 담당자 차에다 페인트 뿌린다
[H] | 공공/행정 | 845. 구청 건물에 돌 던진다
[H] | 공공/행정 | 846. 시청 민원실 직원 멱살 잡을 거다
[H] | 공공/행정 | 847. 세무 담당자 이름 알았다 한 명씩 찾아간다
[H] | 공공/행정 | 848. 수도사업소 가서 부숴버릴 거야
[H] | 공공/행정 | 849. 건보공단 직원 어디 사는지 알아낼 거야
[H] | 공공/행정 | 850. 시발 민원 처리 뭐야 공무원 목을 비틀어버린다
[H] | 공공/행정 | 851. 구청장실 난입할 거야 각오해라
[H] | 공공/행정 | 852. 주민센터 CCTV 부수고 난리 칠 거다
[H] | 공공/행정 | 853. 세무서장 집 앞에서 기다릴 거야
[H] | 공공/행정 | 854. 전기요금 이의제기 안 받아주면 한전 지사 부숴버린다
[H] | 공공/행정 | 855. 시청 담당자 죽여버릴 거야 진짜로
[H] | 공공/행정 | 856. 국민연금 지사장 멱살 잡는다 기다려
[H] | 공공/행정 | 857. 구청 직원 전부 찾아갈 거야
[H] | 공공/행정 | 858. 우체국 배달 담당 찾아가서 패버린다
[H] | 공공/행정 | 859. 시발 이 동주민센터 불태운다
[H] | 공공/행정 | 860. 건보 직원 사번 알았다 찾아간다
[M] | 공공/행정 | 861. 가만히 안 당한다 끝까지 간다
[M] | 공공/행정 | 862. 두고 봐라 감사원에 넘긴다
[M] | 공공/행정 | 863. 이 구청 큰코다칠 거야
[M] | 공공/행정 | 864. 가만 안 둔다 알겠어 담당자
[M] | 공공/행정 | 865. 후회하게 해줄게 이번에 진짜
[M] | 공공/행정 | 866. 이 건 끝장이야 가만히 안 있어
[M] | 공공/행정 | 867. 공무원 대가를 치르게 해줄게
[M] | 공공/행정 | 868. 절대 이대로 안 끝나 반드시 갚는다
[M] | 공공/행정 | 869. 민원 처리 이게 뭐야 끝을 보자
[M] | 공공/행정 | 870. 나 만만하게 보지 마 끝까지 물고 늘어진다
[M] | 공공/행정 | 871. 가만히 있을 줄 알아? 반드시 보복한다
[M] | 공공/행정 | 872. 이 구청 때문에 큰 피해 봤어 대가를 치른다
[M] | 공공/행정 | 873. 시발 세금 이게 뭐야 가만 안 놔둔다
[M] | 공공/행정 | 874. 이번 건 절대 잊지 않을 거야
[M] | 공공/행정 | 875. 담당 공무원 이번엔 참지 않는다 끝장 보자
[M] | 공공/행정 | 876. 민원 대응 이게 뭐야 가만 안 있어요
[M] | 공공/행정 | 877. 이 구청 이름 망신시켜줄게
[M] | 공공/행정 | 878. 두고 보자 이 동사무소 어떻게 되나
[M] | 공공/행정 | 879. 세무 담당 후회하게 만들어줄게
[M] | 공공/행정 | 880. 이번 일은 끝까지 물고 늘어질 거예요
[M] | 공공/행정 | 881. 가만두나 봐라 이 시청
[M] | 공공/행정 | 882. 구청에 큰 타격 줄 거야 기다려
[M] | 공공/행정 | 883. 건보 직원 각오해 대가를 치르게 해줄 거야
[M] | 공공/행정 | 884. 국민연금 이 대응 뭐야 가만 안 넘어간다
[M] | 공공/행정 | 885. 시발 과태료 부당해 가만히 넘어갈 줄 알아
[M] | 공공/행정 | 886. 이 건으로 반드시 책임지게 만들 거야
[M] | 공공/행정 | 887. 우체국 배달 사고야 가만 안 둔다
[M] | 공공/행정 | 888. 수도요금 이의제기 거부야? 끝을 보자
[M] | 공공/행정 | 889. 전기요금 폭탄인데 가만히 있을 줄 알아?
[M] | 공공/행정 | 890. 이 건 절대 포기 안 한다 알겠어?
[M] | 공공/행정 | 891. 공무원이 이러면 안 되지 반드시 갚아준다
[M] | 공공/행정 | 892. 이번에 제대로 안 하면 가만 안 둬요
[M] | 공공/행정 | 893. 민원 묵살하면 큰일 난다
[M] | 공공/행정 | 894. 이 구청 직원 태도 뭐야 끝까지 간다
[M] | 공공/행정 | 895. 세무서 이번 건 어떻게 되든 끝이야
[M] | 공공/행정 | 896. 시청 담당과 가만 안 놔둘 거예요
[M] | 공공/행정 | 897. 이 건으로 구청장도 큰코다칠 거야
[M] | 공공/행정 | 898. 건보 이 대응 가만히 넘어갈 사람 아니야
[M] | 공공/행정 | 899. 국민연금 직원 끝장이야 두고 봐
[M] | 공공/행정 | 900. 시발 이 주민센터 끝을 보겠다
[M] | 공공/행정 | 901. 우체국 분실 보상 안 해주면 가만 안 있어
[M] | 공공/행정 | 902. 이 건 담당 공무원 반드시 후회할 거야
[M] | 공공/행정 | 903. 세금 부과 이의 안 받아주면 큰일 생긴다
[M] | 공공/행정 | 904. 구청 민원 대응 이게 뭐야 가만 안 둔다
[M] | 공공/행정 | 905. 이번에 대충 넘기면 안 돼 끝장 보자
[M] | 공공/행정 | 906. 시청 서비스 이 상태로 가만히 안 당한다
[M] | 공공/행정 | 907. 담당자 어떤 대가를 치르게 될지 보여줄게
[M] | 공공/행정 | 908. 공공기관이 이러면 안 되는 거야 끝까지 간다
[M] | 공공/행정 | 909. 건보 직원 사과도 안 하네 두고 보자
[M] | 공공/행정 | 910. 이 건 절대 용서 안 한다
[M] | 공공/행정 | 911. 국민연금 환급 안 해주면 어떻게 되는지 보여줄게
[M] | 공공/행정 | 912. 세무서 이 대응 끝장이야
[M] | 공공/행정 | 913. 구청 담당자 가만 안 넘어간다 각오해
[M] | 공공/행정 | 914. 시발 행정 처리 이게 뭐야 반드시 갚는다
[M] | 공공/행정 | 915. 우체국 이번 건 후회하게 될 거야
[M] | 공공/행정 | 916. 이 동주민센터 큰일 날 거야 기다려
[M] | 공공/행정 | 917. 민원 무시하면 가만 안 있을 거예요
[M] | 공공/행정 | 918. 이 시청 때문에 손해 본 거 반드시 되돌려준다
[M] | 공공/행정 | 919. 공무원 태도 이게 뭐야 끝을 보겠다
[M] | 공공/행정 | 920. 구청 이번에 참지 않을 거야 진짜
[M] | 공공/행정 | 921. 건보 민원 처리 안 하면 큰코다친다
[M] | 공공/행정 | 922. 국민연금 담당자 반드시 대가를 치르게 해줄 거야
[M] | 공공/행정 | 923. 세무서 직원 이번 건 그냥 못 넘긴다
[M] | 공공/행정 | 924. 시청 민원실 가만히 안 당한다 두고 봐
[M] | 공공/행정 | 925. 이 구청 이미지 완전히 망가뜨려줄 거야
[M] | 공공/행정 | 926. 담당 공무원 큰코다칠 줄 알아
[M] | 공공/행정 | 927. 이번 건 반드시 끝을 본다
[M] | 공공/행정 | 928. 우체국 분실 사고 끝까지 물고 늘어진다
[M] | 공공/행정 | 929. 시발 행정 서비스 이게 뭐야 가만 안 놔둔다
[M] | 공공/행정 | 930. 구청 이 건 절대 포기 안 하니까
[L] | 공공/행정 | 931. 국민신문고에 올립니다
[L] | 공공/행정 | 932. 청와대 청원한다
[L] | 공공/행정 | 933. 국민권익위에 접수해요
[L] | 공공/행정 | 934. 시의원한테 얘기한다
[L] | 공공/행정 | 935. 국회의원실에 민원 넣겠다
[L] | 공공/행정 | 936. 감사실 감사 청구한다
[L] | 공공/행정 | 937. 언론에 제보할 거예요
[L] | 공공/행정 | 938. 행정소송 간다
[L] | 공공/행정 | 939. 행정심판 청구합니다
[L] | 공공/행정 | 940. 녹취 다 있어요 증거 확보했습니다
[L] | 공공/행정 | 941. 감사원에 감사 청구하겠습니다
[L] | 공공/행정 | 942. 이 건 국정감사 자료로 올릴 거예요
[L] | 공공/행정 | 943. 변호사한테 상담받았어요 행정소송 가능하대요
[L] | 공공/행정 | 944. 지역 신문에 제보합니다
[L] | 공공/행정 | 945. 구의원한테 직접 연락했어요
[L] | 공공/행정 | 946. 국민권익위원회 전자민원 접수합니다
[L] | 공공/행정 | 947. 이 건 MBC 뉴스에 제보했어요
[L] | 공공/행정 | 948. 행정심판위원회에 청구서 제출하겠습니다
[L] | 공공/행정 | 949. 내부 고발 센터에도 접수합니다
[L] | 공공/행정 | 950. 도의원한테 민원 넣을 거예요
[L] | 공공/행정 | 951. 감사원 온라인 감사 청구합니다
[L] | 공공/행정 | 952. 시민 단체에 이 건 제보하겠습니다
[L] | 공공/행정 | 953. 녹취록 가지고 행정소송 갈 거예요
[L] | 공공/행정 | 954. 기자 친구한테 얘기해볼게요 이 구청 실태
[L] | 공공/행정 | 955. 국민신문고이랑 감사원 동시에 접수합니다
[L] | 공공/행정 | 956. 행정안전부에도 민원 넣겠습니다
[L] | 공공/행정 | 957. 이 건 법적 대응 갈 거예요 소장 작성 중입니다
[L] | 공공/행정 | 958. 지역 커뮤니티에 이 구청 민원 처리 실태 올린다
[L] | 공공/행정 | 959. 시장실에 직접 민원 넣겠습니다
[L] | 공공/행정 | 960. 이 건 인권위에도 접수할게요
[L] | 공공/행정 | 961. 구청장 직통 전화로 민원 넣을 거예요
[L] | 공공/행정 | 962. 이 건 KBS 취재팀에 제보했습니다
[L] | 공공/행정 | 963. 옴부즈만에 이 사안 접수하겠습니다
[L] | 공공/행정 | 964. 행정심판 청구하고 행정소송까지 갈 거예요
[L] | 공공/행정 | 965. 지방의회에 이 건 청원합니다
[L] | 공공/행정 | 966. 세무서 부당 과세 조세심판원에 심판 청구합니다
[L] | 공공/행정 | 967. 건보 부당 청구 건강보험분쟁조정위원회에 신청합니다
[L] | 공공/행정 | 968. 국민연금 이의신청하고 법적 대응 갈 거예요
[L] | 공공/행정 | 969. 이 건 뉴스데스크에 제보합니다
[L] | 공공/행정 | 970. 블로그에 이 구청 민원 처리 실태 상세하게 올릴 거예요
[L] | 공공/행정 | 971. 감사원 직접 방문해서 청구하겠습니다
[L] | 공공/행정 | 972. 이 건 국회 상임위 소관이에요 의원실에 얘기합니다
[L] | 공공/행정 | 973. 법무법인 선임해서 행정소송 갑니다
[L] | 공공/행정 | 974. 시민단체랑 연대해서 대응할 거예요
[L] | 공공/행정 | 975. 우체국 분실 배상 소송 가겠습니다
[L] | 공공/행정 | 976. 이 건 한겨레 기자한테 제보했어요
[L] | 공공/행정 | 977. 공익제보자 보호법에 따라 내부 고발합니다
[L] | 공공/행정 | 978. 구청 공무원 비위 감사원에 고발할 거예요
[L] | 공공/행정 | 979. 인터넷 커뮤니티에 이 시청 실태 전부 공개합니다
[L] | 공공/행정 | 980. 이 건 조세불복 절차 밟겠습니다
[L] | 공공/행정 | 981. 국민권익위이랑 감사원 동시에 갑니다
[L] | 공공/행정 | 982. 건보 이 건 헌법소원까지 갈 거예요
[L] | 공공/행정 | 983. 지역 방송에 제보했어요 취재 들어갈 겁니다
[L] | 공공/행정 | 984. 행정안전부 장관실에 민원 넣겠습니다
[L] | 공공/행정 | 985. 녹취록이랑 서류 전부 변호사한테 넘겼어요
[L] | 공공/행정 | 986. 이 건 국감에서 다뤄지게 할 거예요
[L] | 공공/행정 | 987. 시의회에 이 구청 실태 청원합니다
[L] | 공공/행정 | 988. 세무서 부당 처분 취소 소송 갈 겁니다
[L] | 공공/행정 | 989. 유튜브에 이 공공기관 실태 올릴 거예요
[L] | 공공/행정 | 990. 이 건 법적으로 끝까지 갈 거예요
[L] | 공공/행정 | 991. 피해 사례 모아서 집단 행정소송 준비 중이에요
[L] | 공공/행정 | 992. 국민권익위 직접 방문해서 민원 접수하겠습니다
[L] | 공공/행정 | 993. 이 건 동아일보 기자한테 제보했어요
[L] | 공공/행정 | 994. 옴부즈만이랑 감사원 동시에 접수합니다
[L] | 공공/행정 | 995. 구청 위법 행위 증거 전부 정리했어요
[L] | 공공/행정 | 996. 이 건 시장 직속 감사실에 청구합니다
[L] | 공공/행정 | 997. 국민연금 부당 처분 행정심판 청구할 거예요
[L] | 공공/행정 | 998. 이 건 관할 기관에 일괄 민원 접수합니다
[L] | 공공/행정 | 999. 변호사비 들여서라도 행정소송 끝까지 갈 거예요
[L] | 공공/행정 | 1000. 이 건 헌법재판소까지 갈 수 있어요 각오하세요

============================================================
업종 6: 의료/건강 (1001~1200)
============================================================

[H] | 의료/건강 | 1001. 의사 잡아 패버린다 기다려
[H] | 의료/건강 | 1002. 병원 찾아가서 난리 칠 거야 각오해
[H] | 의료/건강 | 1003. 진료실 부숴버릴 거야 진짜
[H] | 의료/건강 | 1004. 시발 의사 목덜미 잡는다
[H] | 의료/건강 | 1005. 간호사 이름 알았다 찾아간다
[H] | 의료/건강 | 1006. 병원 유리창 깨버릴 거야
[H] | 의료/건강 | 1007. 원장 집 주소 알아냈어 찾아간다
[H] | 의료/건강 | 1008. 약국 찾아가서 부숴버린다
[H] | 의료/건강 | 1009. 의사 퇴근길에 잡아서 때린다
[H] | 의료/건강 | 1010. 병원 로비에서 행패 부릴 거야 피 볼 줄 알아
[H] | 의료/건강 | 1011. 치과 의사 멱살 잡을 거다
[H] | 의료/건강 | 1012. 성형외과 원장 얼굴에 물 끼얹어버린다
[H] | 의료/건강 | 1013. 시발 수술비 뭐야 의사 죽여버린다
[H] | 의료/건강 | 1014. 피부과 찾아가서 기기 다 부숴버릴 거야
[H] | 의료/건강 | 1015. 검진센터 가서 장비 엎어버린다
[H] | 의료/건강 | 1016. 병원장 차에다 페인트 뿌려버린다
[H] | 의료/건강 | 1017. 의사 SNS 찾았어 집 찾아간다
[H] | 의료/건강 | 1018. 간호사 퇴근시간 알아 기다린다
[H] | 의료/건강 | 1019. 약사 잡아 패버린다 진짜
[H] | 의료/건강 | 1020. 병원 수납 창구 부숴버릴 거야
[H] | 의료/건강 | 1021. 치과 장비 다 부숴버린다
[H] | 의료/건강 | 1022. 성형외과 찾아가서 원장실 뒤집어엎는다
[H] | 의료/건강 | 1023. 시발 진료비 바가지야 의사 잡아 패버린다
[H] | 의료/건강 | 1024. 검진센터 원장 집 알아냈어 밤에 간다
[H] | 의료/건강 | 1025. 피부과 원장 어디 사는지 알아내서 찾아간다
[H] | 의료/건강 | 1026. 병원 건물 앞에서 트럭 몰고 갈 거야
[H] | 의료/건강 | 1027. 의사 이름이랑 면허번호 알았다 기다려
[H] | 의료/건강 | 1028. 약국 가서 진열대 다 쓸어버린다
[H] | 의료/건강 | 1029. 병원 접수대 부숴버릴 거야 진짜로
[H] | 의료/건강 | 1030. 치과 원장 사진 찍었다 찾아간다
[H] | 의료/건강 | 1031. 성형외과 원장 죽여버린다 수술 망쳤잖아
[H] | 의료/건강 | 1032. 건강검진 결과 뭐야 의사 목 잡을 거야
[H] | 의료/건강 | 1033. 시발 병원 불질러버릴 거야
[H] | 의료/건강 | 1034. 피부과 레이저 기기 들고 던져버린다
[H] | 의료/건강 | 1035. 약사 퇴근길에 잡을 거야
[H] | 의료/건강 | 1036. 병원 원장실에 난입할 거야 각오해라
[H] | 의료/건강 | 1037. 치과 의자 부숴버릴 거다
[H] | 의료/건강 | 1038. 의사 차 번호 알아 찾아간다
[H] | 의료/건강 | 1039. 성형외과 가서 거울 다 깨버린다
[H] | 의료/건강 | 1040. 병원 입원실에서 난리 칠 거야
[H] | 의료/건강 | 1041. 검진센터 직원 멱살 잡는다
[H] | 의료/건강 | 1042. 시발 약값 바가지야 약사 잡아 패버린다
[H] | 의료/건강 | 1043. 피부과 원장 얼굴에 크림 던져버린다
[H] | 의료/건강 | 1044. 병원 CCTV 부수고 원장실 찾아간다
[H] | 의료/건강 | 1045. 치과 원장 집 앞에서 기다릴 거야
[H] | 의료/건강 | 1046. 의사 SNS에서 가족 정보 찾았어
[H] | 의료/건강 | 1047. 성형외과 원장 차에 스크래치 내버린다
[H] | 의료/건강 | 1048. 약국 약사 어디 사는지 알아냈어
[H] | 의료/건강 | 1049. 병원 의료진 전부 찾아갈 거야
[H] | 의료/건강 | 1050. 건강기능식품 회사 찾아가서 부숴버린다
[H] | 의료/건강 | 1051. 시발 치과 원장 죽여버릴 거야 치료 또 망쳤어
[H] | 의료/건강 | 1052. 병원 대기실에서 의자 던진다
[H] | 의료/건강 | 1053. 피부과 접수대 직원 이름 알았다 찾아간다
[H] | 의료/건강 | 1054. 성형외과 수술실 부숴버릴 거야
[H] | 의료/건강 | 1055. 의사 면허번호 알아 의사협회 가서 난리 칠 거다
[H] | 의료/건강 | 1056. 약국 가서 약 다 쏟아버린다
[H] | 의료/건강 | 1057. 검진센터 가서 접수대 뒤집어엎을 거야
[H] | 의료/건강 | 1058. 병원 원장 죽여버릴 거야 진짜로
[H] | 의료/건강 | 1059. 치과 치료 망쳤잖아 기다려 찾아간다
[H] | 의료/건강 | 1060. 시발 성형 부작용이야 원장 잡아 패버린다
[M] | 의료/건강 | 1061. 가만히 안 넘어간다 두고 봐
[M] | 의료/건강 | 1062. 이 병원 끝장낼 거야 기다려
[M] | 의료/건강 | 1063. 후회하게 해줄게 반드시
[M] | 의료/건강 | 1064. 이 건 끝이야 가만히 안 있어
[M] | 의료/건강 | 1065. 의사 대가를 치르게 해줄게
[M] | 의료/건강 | 1066. 절대 이대로 안 끝나 반드시 갚는다
[M] | 의료/건강 | 1067. 이 병원 문 닫게 해줄게
[M] | 의료/건강 | 1068. 나 만만하게 보지 마 끝까지 물고 늘어진다
[M] | 의료/건강 | 1069. 가만히 있을 줄 알아? 반드시 보복한다
[M] | 의료/건강 | 1070. 수술 망쳤는데 가만히 넘어갈 줄 알아
[M] | 의료/건강 | 1071. 시발 치료비 바가지야 가만 안 놔둔다
[M] | 의료/건강 | 1072. 이번 건 절대 잊지 않을 거야
[M] | 의료/건강 | 1073. 이 치과 이번엔 참지 않는다 끝장 보자
[M] | 의료/건강 | 1074. 성형 부작용인데 가만 안 있어요
[M] | 의료/건강 | 1075. 이 병원 이름 망신시켜줄게
[M] | 의료/건강 | 1076. 두고 보자 이 피부과 어떻게 되나
[M] | 의료/건강 | 1077. 의사 후회하게 만들어줄게
[M] | 의료/건강 | 1078. 이번 일은 끝까지 물고 늘어질 거예요
[M] | 의료/건강 | 1079. 가만두나 봐라 이 병원
[M] | 의료/건강 | 1080. 약국 대가를 치르게 해줄 거야
[M] | 의료/건강 | 1081. 검진센터 이 대응 뭐야 가만 안 넘어간다
[M] | 의료/건강 | 1082. 치과 원장 각오해 끝까지 간다
