[H] | 이커머스-디지털가전 | 1. 와 노트북 배송 진짜 빠르다 주문하고 열흘밖에 안 걸렸네요
[H] | 금융-은행 | 25. 은행 앱 고객센터 챗봇이 제 말을 못 알아들어요 AI 시대의 소통이 이렇게 어려운 거군요
[H] | 금융-은행 | 26. 통장 재발급비가 5천원이에요 종이 한 장에 5천원이면 프리미엄 종이인가 봐요
[H] | 금융-은행 | 27. 점심시간 피해서 갔는데 번호표가 50번이에요 모든 시간이 피크타임이신 거네요
[H] | 금융-은행 | 28. 전세대출 상담받으러 갔는데 담당자가 휴가래요 예약하고 갔는데 예약이 공유가 안 되셨나 봐요
[H] | 금융-은행 | 29. 외화 통장 만들었는데 환율 수수료에 관리비에 출금수수료까지 은행이 더 벌어가시네요
[H] | 금융-은행 | 30. 금융 교육 세미나 무료라길래 갔는데 상품 영업이었어요 교육적이긴 하네요 세상 물정을 배웠어요
[H] | 금융-은행 | 31. 적금 금리가 연 4%래서 가입했는데 조건 미충족이라 2%래요 조건이 하단에 깨알같이 적혀있었네요
[H] | 금융-은행 | 32. 대출 연장 심사에 일주일이래요 일주일 뒤에 안 된다고 하실 건 아니죠? ㅋㅋ
[H] | 금융-은행 | 33. OTP 발급비가 만원인데 의무라면서요 의무인 데 돈을 내야 하는 이 구조가 참 은행답네요
[H] | 금융-은행 | 34. 보안 카드 재발급하러 왔는데 대기 시간이 40분이에요 보안이 철저해서 기다리게 하시는 거겠죠
[H] | 금융-은행 | 35. 자동이체 설정하려는데 앱에서 안 돼서 전화했더니 영업점 가래요 자동이 수동이네요
[H] | 금융-은행 | 36. 통합 통장이래서 편할 줄 알았는데 관리비가 따로 나가요 통합해서 더 복잡해졌네요
[H] | 금융-은행 | 37. 연체 이자가 15%면 저는 은행한테 고리대금 받는 거 아닌가요
[H] | 금융-은행 | 38. 은행 앱 점검이 매주 일요일 새벽이래요 일요일 새벽에 급하게 이체할 일은 없다고 생각하시나 봐요
[H] | 금융-은행 | 39. 실적 조건 채웠는데 우대금리가 안 붙었어요 문의하니까 전산 오류래요 오류는 항상 고객 손해 방향이네요
[H] | 금융-은행 | 40. 해외 송금 수수료가 2만원이면 돈 보내는 건지 수수료 보내는 건지 모르겠어요
[H] | 금융-은행 | 41. 마이너스 통장 한도가 줄었는데 통보가 문자 한 줄이에요 간결한 소통 감사합니다
[H] | 금융-은행 | 42. 금융 상품 설명을 해주시는데 약관이 30페이지예요 요약 좀 해주시면 안 되나요 변호사 부르고 올까요
[H] | 금융-은행 | 43. ISA 계좌가 절세에 좋대서 가입했는데 3년 의무 유지래요 3년 뒤에 절세 체감하겠네요 아마
[H] | 금융-은행 | 44. 점포가 폐쇄됐대서 옆 지점 가라는데 차로 30분이에요 비대면 시대의 대면 서비스 감사합니다
[H] | 금융-은행 | 45. 챗봇한테 대출 상담 받았는데 결국 전화하라고 하네요 챗봇의 존재 의미가 뭐예요
[H] | 금융-은행 | 46. 우수 고객 등급이래서 기대했는데 혜택이 수수료 100원 할인이에요 우수한 대우 감사합니다
[H] | 금융-은행 | 47. 예금자 보호가 5천만원까지래요 5천만원 이상 넣을 일이 있으면 좋겠네요 ㅋㅋ
[H] | 금융-은행 | 48. 전화 상담 중에 끊겼는데 다시 전화하니까 처음부터 대기해야 해요 연속성의 개념이 없으시네요
[H] | 금융-은행 | 49. 생체인증 등록하려는데 인식이 안 돼요 제 지문이 특별한 건가요
[H] | 금융-은행 | 50. 퇴직연금 수익률이 1%래요 물가상승률보다 낮은데 이건 투자가 아니라 기부죠
[H] | 금융-보험 | 51. 보험금 청구 서류가 20개면 아프면서 서류 준비하라는 거네요 건강할 때 미리 준비해놓으라는 뜻인가
[H] | 금융-보험 | 52. 보험 가입할 때는 전화를 매일 하시더니 해지하려니까 연결이 안 돼요 ㅋㅋ
[H] | 금융-보험 | 53. 보장 범위가 넓대서 가입했는데 제 병은 해당 안 된대요 넓은데 제 병만 빠졌네요 운이 없다
[H] | 금융-보험 | 54. 실손보험 청구했더니 자기부담금 빼니까 만원 나왔어요 만원을 위해 서류 5개 냈네요
[H] | 금융-보험 | 55. 보험 설계사님이 이 상품이 딱이라고 하시는데 모든 상품이 딱이시더라고요
[H] | 금융-보험 | 56. 갱신형이라 보험료가 올랐는데 통보가 자동이체 후에 왔어요 사후통보의 미학이시네요
[H] | 금융-보험 | 57. 면책 기간이 90일이래요 가입하고 90일은 아프지 말라는 거죠 병도 스케줄대로
[H] | 금융-보험 | 58. 보험 약관이 200페이지인데 중요한 건 다 예외 조항에 있어요 보물찾기네요
[H] | 금융-보험 | 59. 암보험 가입했는데 특정 암은 안 된대요 암도 종류를 골라야 하나요 주문제작도 아니고
[H] | 금융-보험 | 60. 운전자 보험 가입할 때 사고 안 나면 환급해준다더니 조건이 20년이에요 20년 무사고면 보험이 필요 없잖아요
[H] | 금융-보험 | 61. 해지 환급금이 원금의 30%래요 7년 넣었는데 70%는 어디 갔나요 관리를 잘하셨나 보네요
[H] | 금융-보험 | 62. 보험료 할인 이벤트라길래 가입했는데 3개월만 할인이에요 4개월째부터는 정가의 아름다움을 느끼라는 거죠
[H] | 금융-보험 | 63. 건강검진 받으면 보험료 할인해준다면서 검진비가 더 비싸요 할인의 역설이네요
[H] | 금융-보험 | 64. 보험금 심사가 한 달이래요 아프고 돈도 없고 한 달도 기다려야 하고 삼중고네요
[H] | 금융-보험 | 65. 설계사님이 바뀌었는데 새 분이 제 보험 내용을 몰라요 인수인계의 개념이 있으신 건가요
[H] | 금융-보험 | 66. 자동차보험 갱신인데 사고 없었는데 보험료가 올랐어요 안전운전의 보상이 이건가요
[H] | 금융-보험 | 67. 다이렉트 보험이 저렴하대서 가입했는데 보장이 기본밖에 없어요 저렴한 이유가 있었네요
[H] | 금융-보험 | 68. 보험금 청구하니까 진단서가 부족하대요 몇 개를 더 내야 충분한 건가요 진단서 수집가인가요
[H] | 금융-보험 | 69. 종신보험이 노후 대비에 좋대서 가입했는데 제가 죽어야 돈이 나오네요 누구를 위한 대비인 건지
[H] | 금융-보험 | 70. 보험 상담 전화가 하루에 세 번 와요 관심 감사한데 스토킹이랑 뭐가 다른 건가요
[H] | 금융-보험 | 71. 여행자 보험 청구했는데 영수증 원본이 필요하대요 여행지에서 영수증을 보관하라는 거였구나 여행의 진정한 목적
[H] | 금융-보험 | 72. 펫보험 가입했는데 선천성 질환은 안 된대요 강아지가 태어나기 전에 가입했어야 하나요
[H] | 금융-보험 | 73. 보험 리모델링 상담이래서 갔는데 해지하고 새로 가입하라네요 리모델링이 아니라 신축이잖아요
[H] | 금융-보험 | 74. 실비 청구앱이 간편하대서 써봤는데 오류나서 결국 팩스 보냈어요 간편의 끝이 팩스라니
[H] | 금융-보험 | 75. 무배당 상품이 유리하대서 가입했는데 설명을 들어도 뭐가 유리한지 모르겠어요 유리한 건 보험사겠죠
[H] | 금융-증권투자 | 76. 주식 수수료 무료래서 가입했는데 유관기관 수수료는 있대요 무료의 정의가 독특하시네요
[H] | 금융-증권투자 | 77. 추천 종목이 다음 날 폭락했어요 역추천이었나 봐요 감사합니다
[H] | 금융-증권투자 | 78. 리서치 보고서가 전문적이래서 읽었는데 결론이 "시장 상황에 따라 다름"이에요 이걸 10페이지에 걸쳐 쓰셨네요
[H] | 금융-증권투자 | 79. MTS 앱이 직관적이래요 종목 하나 사는 데 5번 터치해야 하는 직관성
[H] | 금융-증권투자 | 80. 펀드 수익률이 마이너스인데 운용 보수는 꼬박꼬박 나가네요 손해는 제 몫 수수료는 니 몫이구나
[H] | 금융-증권투자 | 81. 공모주 청약했는데 배정이 0주예요 참여의 의미에 감사드려요
[H] | 금융-증권투자 | 82. 해외주식 환전 스프레드가 1%면 사는 순간 1% 손해인 건데 이것도 투자의 일부인가요
[H] | 금융-증권투자 | 83. 로보어드바이저가 추천한 포트폴리오 수익률이 예금보다 낮아요 로보가 보수적이시네요
[H] | 금융-증권투자 | 84. 투자 세미나 무료라길래 갔는데 유료 강의 홍보였어요 무료의 끝에는 유료가 있네요
[H] | 금융-증권투자 | 85. 연금저축 수익률이 물가상승률을 못 따라가는데 노후 준비가 되는 건 맞나요
[H] | 금융-증권투자 | 86. ETF 수수료가 0.05%라면서 기타 비용 합치면 0.5%네요 0.05는 미끼였구나
[H] | 금융-증권투자 | 87. 증권사 앱이 점검 중인데 장 시작 30분 전이에요 가장 필요한 시간에 점검하시는 센스
[H] | 금융-증권투자 | 88. 주식 양도세 신고하라는데 매뉴얼이 50페이지예요 세금 내는 것도 공부가 필요하네요
[H] | 금융-증권투자 | 89. 채권 투자가 안전하대서 샀는데 원금 손실 가능이래요 안전의 기준이 상대적이시구나
[H] | 금융-증권투자 | 90. PB 상담 받으려면 자산이 1억 이상이래요 1억 있으면 PB 필요 없는데요
[H] | 금융-증권투자 | 91. 선물옵션 설명을 해주시는데 한 마디도 이해 못 했어요 설명이 너무 전문적이시네요 감사합니다
[H] | 금융-증권투자 | 92. 목표 수익률 10%라고 해놓고 실제 -5%인데 목표는 목표일 뿐이라고 하시면 되나요
[H] | 금융-증권투자 | 93. 주식 계좌 개설하는데 서류가 7개예요 계좌 하나 만드는 건데 입양 절차인 줄 알았어요
[H] | 금융-증권투자 | 94. 배당금이 들어왔는데 세금 떼니까 치킨값이에요 1년 투자의 결실이 치킨이라니 ㅋㅋ
[H] | 금융-증권투자 | 95. 증권사 이벤트로 주식 쿠폰 줬는데 조건이 500만원 입금이래요 500만원 넣고 5천원 받는 거네요
[H] | 금융-증권투자 | 96. 모의투자에서는 수익률 30%였는데 실전은 -10%예요 가상과 현실의 괴리를 체감 중이에요
[H] | 금융-증권투자 | 97. IPO 분석 리포트가 "긍정적"이래서 들어갔는데 상장 첫날 하한가예요 긍정적의 기준이 뭐였나요
[H] | 금융-증권투자 | 98. 연금 수령액을 계산해봤는데 30년 후 월 20만원이래요 30년 뒤 커피값이겠네요
[H] | 금융-증권투자 | 99. 투자 성향 진단 결과가 '안정형'인데 추천 상품이 고위험이에요 진단은 참고용이셨나 봐요
[H] | 금융-증권투자 | 100. 해외선물 수수료가 건당 만원이면 매매할 때마다 증권사한테 용돈 드리는 거네요
[H] | 금융-카드 | 101. 카드 혜택이 풍성하대서 만들었는데 전월 실적 50만원이래요 혜택받으려고 50만원 쓰는 이 아름다운 구조
[H] | 금융-카드 | 102. 포인트 적립이 1%래서 열심히 모았는데 유효기간이 있었네요 사라진 포인트들 잘 가라
[H] | 금융-카드 | 103. 연회비 무료라면서 2년째부터 유료래요 무료의 유통기한이 1년이었네요
[H] | 금융-카드 | 104. 해외 결제 수수료가 1.5%면 여행 갈 때마다 카드사 효도하는 거네요
[H] | 금융-카드 | 105. 할부 무이자래서 샀는데 10개월까지만이에요 12개월은 유이자래요 2개월 차이에 이자가 붙는 마법
[H] | 금융-카드 | 106. 카드 재발급 신청했는데 2주 걸린대요 그동안 현금으로 살라는 거죠 현금의 소중함을 알려주시네요
[H] | 금융-카드 | 107. 카드 한도가 갑자기 줄었는데 사전 동의 없이 바꾸시네요 서프라이즈 좋아하시나 봐요
[H] | 금융-카드 | 108. 앱카드 결제가 편리하대요 앱 로딩 30초 기다리는 것만 빼면요 뒤에 줄 서 있는데
[H] | 금융-카드 | 109. 카드 분실 신고했는데 이미 세 건 결제됐어요 빠른 대응 감사합니다
[H] | 금융-카드 | 110. 캐시백 이벤트 당첨됐는데 500원이에요 축하받을 만한 금액인가요
[H] | 금융-카드 | 111. 주유 할인 카드라면서 리터당 30원 할인이에요 50리터 넣으면 1500원 와 대박이다
[H] | 금융-카드 | 112. 할인 업종이 바뀌었대요 제가 자주 가는 데는 빠지고 안 가는 데만 남았네요 맞춤형이시네요
[H] | 금융-카드 | 113. 결제 알림이 늦게 와요 결제하고 10분 뒤에 오면 이미 나왔는데 뭘 알려주시는 건가요
[H] | 금융-카드 | 114. 카드 디자인이 예쁘대서 신청했는데 실물은 다르네요 온라인이 더 예뻤어요 온라인 전용 디자인이었나
[H] | 금융-카드 | 115. 전월 실적 30만원 채웠는데 할인 한도가 월 5천원이래요 30만원 쓰고 5천원 받는 이 효율
[H] | 금융-카드 | 116. 해외 직구할 때 카드사 환율이 은행보다 높은 건 프리미엄 환율 서비스인가요
[H] | 금융-카드 | 117. 자동결제 등록했는데 빠져나간 금액이 다르대요 문의하니까 부가세 별도래요 처음에 말해주시면 안 되나요
[H] | 금융-카드 | 118. 카드 포인트 현금 전환하려는데 수수료가 500원이에요 포인트도 수수료가 있었네요 세상에 공짜 없다
[H] | 금융-카드 | 119. 무이자 할부 이벤트가 백화점만 된대요 백화점에서 살 돈이 있으면 할부를 왜 해요
[H] | 금융-카드 | 120. 체크카드 할인이 건당 300원인데 하루 1회 한정이에요 300원의 행복을 하루에 한 번만 누리라는 거죠
[H] | 금융-카드 | 121. 콜센터에서 카드 추천해주시는데 세 장째예요 카드가 많을수록 행복한 건가요 ㅋㅋ
[H] | 금융-카드 | 122. 결제 취소했는데 환불이 2주래요 카드사가 제 돈을 2주간 굴리시는 건가요
[H] | 금융-카드 | 123. 해외 결제 문자가 안 왔는데 문의하니까 해외는 별도 신청이래요 국내랑 해외가 다른 우주인가 봐요
[H] | 금융-카드 | 124. 포인트몰에서 기프티콘 사려는데 배송비가 있어요 디지털 상품에 배송비라니 어디로 배송하시나요
[H] | 금융-카드 | 125. 플래티넘 카드 혜택이 라운지 이용이래요 공항 가야 쓸 수 있는 혜택 감사합니다 1년에 한 번 쓰겠네요
[H] | 금융-카드 | 126. 카드값 자동이체 날짜가 월급 전날이에요 하루 차이가 통장 잔고 차이이시네요
[H] | 금융-카드 | 127. 리볼빙 서비스가 편리하대요 이자가 연 20%인 것만 빼면 참 편리하겠네요
[H] | 금융-카드 | 128. 특별 한정 카드라면서 가입하려니까 신용등급 조건이 있대요 특별한 사람만 쓰는 특별 카드였네요
[H] | 금융-카드 | 129. 통합 포인트로 전환한다면서 기존 포인트가 반으로 줄었어요 통합의 대가가 50% 삭감이라니
[H] | 금융-카드 | 130. 간편결제 등록하려는데 인증이 3단계예요 간편의 기준이 카드사와 저는 다른 것 같아요
[H] | 금융-카드 | 131. 연체 이자가 하루에 0.05%면 한 달이면 1.5%네요 시간은 금이라더니 이자도 금이네요
[H] | 금융-카드 | 132. 카드 해지하려니까 혜택을 알려주시네요 쓸 때는 안 알려주시더니 해지할 때 친절하시다
[H] | 금융-카드 | 133. 제휴 할인이 종료됐대요 알림도 없이요 자연스러운 이별이네요
[H] | 금융-카드 | 134. 후불 교통카드 할인이 10%라면서 월 1만원 한도래요 1만원 넘으면 할인이 사라지는 마법
[H] | 금융-카드 | 135. 카드 명세서가 이메일로 오는데 스팸함에 들어가요 카드사 이메일도 스팸 취급 받는 시대
[H] | 금융-카드 | 136. 부정 사용 감지 시스템이 있대요 네 정상 결제를 부정으로 감지해서 차단하셨네요 대단하시다
[H] | 금융-카드 | 137. 신규 가입 이벤트로 스벅 쿠폰 준대서 만들었는데 아메리카노 톨이에요 연회비 3만원에 아메리카노 한 잔
[H] | 금융-카드 | 138. 카드사 앱 업데이트했더니 결제 내역이 안 보여요 새로운 시작을 하라는 뜻인가요
[H] | 금융-카드 | 139. 할부 수수료 안내가 결제 후에 와요 결제 전에 알려주시면 할부 안 했을 텐데 그래서 안 알려주신 거겠죠
[H] | 금융-카드 | 140. 포인트 유효기간 만료 알림이 만료 당일에 와요 알려주신 건 고마운데 하루 일찍은 안 되셨나
[H] | 금융-카드 | 141. 가족카드 발급했는데 한도가 본인 카드에서 차감이래요 가족이 쓸수록 제가 못 쓰는 거네요 아름다운 가족애
[H] | 금융-카드 | 142. 교통비 할인 카드인데 택시는 안 된대요 교통의 범위에 택시는 없었나 봐요
[H] | 금융-카드 | 143. 연말정산용으로 체크카드 쓰라면서 혜택은 신용카드가 좋대요 둘 다 쓰라는 말이잖아요 카드 지갑이 터지겠네요
[H] | 금융-카드 | 144. 결제 문자에 승인번호가 8자리인데 취소할 때 필요하대요 문자 삭제하면 끝인 거죠 뭐
[H] | 금융-카드 | 145. 카드 수령까지 5일이래서 기다렸는데 7일째예요 택배도 여유를 즐기시나 봐요
[H] | 금융-카드 | 146. 포인트로 기부할 수 있대요 네 제 포인트가 기부 수준이긴 하네요 300원이니까
[H] | 금융-카드 | 147. 한도 상향 신청했더니 반려됐어요 사유가 "종합 심사 결과"래요 종합적으로 안 된다는 거네요 구체적이시다
[H] | 금융-카드 | 148. 제휴 카드 혜택이 CGV 할인인데 월 1회래요 영화를 한 달에 한 번만 보라는 카드사의 문화생활 조언이네요
[H] | 금융-카드 | 149. 카드론 금리가 연 12%면 카드사가 제 돈을 더 잘 굴리시는 거잖아요
[H] | 금융-카드 | 150. 분실 카드 보험이 있대요 자기부담금이 50만원인 보험이요 보험의 의미가 뭔지 다시 생각해보게 되네요
[H] | 금융-은행 | 151. 비대면 대출이 간편하대서 신청했는데 소득증빙 서류 업로드가 안 돼요 간편 대출의 첫 관문이 업로드 오류라니
[H] | 금융-은행 | 152. 창구 직원분이 상품 설명을 해주시는데 뒤에 15명 기다리고 있어요 친절한 건 좋은데 시간관념은 없으시네요
[H] | 금융-은행 | 153. 정기예금 자동 재예치 됐는데 금리가 반토막이에요 알아서 해주시는 건 좋은데 나쁜 쪽으로 알아서 하시네요
[H] | 금융-은행 | 154. 대출 중도상환 수수료가 1.5%래요 빌릴 때도 수수료 갚을 때도 수수료 은행이 수수료로 사시는 거죠
[H] | 금융-은행 | 155. 주택담보대출 금리가 변동이래요 올라갈 때만 변동하는 것 같은데 기분 탓이겠죠
[H] | 금융-보험 | 156. 치아보험 가입했는데 임플란트는 안 된대요 치아보험인데 치아 치료가 안 되는 거네요
[H] | 금융-보험 | 157. 보험 설계사님이 제 건강을 걱정해주시네요 네 건강해지면 보험 해지할까 봐 걱정이시겠죠
[H] | 금융-보험 | 158. 보험금 지급 거절됐는데 사유가 "기왕증"이래요 과거에 아팠으면 미래에 아파도 안 준다는 거네요
[H] | 금융-보험 | 159. 보험 리모델링 상담했는데 보험료가 올라갔어요 리모델링이 아니라 증축이었네요
[H] | 금융-보험 | 160. 입원비 청구했더니 통원으로 바꾸셨네요 입원한 거 맞는데 보험사 판단으로는 통원인가 봐요
[H] | 금융-보험 | 161. 운전자보험 사고 처리 대행 서비스가 있대요 전화하면 안내만 해주고 알아서 하라는 게 대행이에요?
[H] | 금융-보험 | 162. 어린이보험이 만기 30세래서 가입했는데 중간에 보험료가 두 배 올랐어요 아이가 자라는 만큼 보험료도 자라네요
[H] | 금융-보험 | 163. 보험금 조회 앱이 있대서 깔았는데 내 보험 목록이 비어있어요 가입했는데 없다니 투명보험인가요
[H] | 금융-증권투자 | 164. 애널리스트 추천 목표가가 10만원이래서 샀는데 지금 3만원이에요 목표는 높게 잡는 게 좋다 그죠
[H] | 금융-증권투자 | 165. CMA 통장 이자가 매일 붙는대서 만들었는데 하루 이자가 3원이에요 매일 3원의 행복
[H] | 금융-증권투자 | 166. 자동 매수 설정했는데 최고가에서 샀어요 AI의 타이밍 감각이 대단하시네요
[H] | 금융-증권투자 | 167. 해외 ETF 분배금에 세금이 22%래요 미국이 제 돈을 가져가는 것도 글로벌 투자의 일부죠
[H] | 금융-증권투자 | 168. 증권사 리포트에 매수 의견인데 본인들은 매도했대요 솔직한 건 행동이고 리포트는 참고용이군요
[H] | 금융-증권투자 | 169. ISA 비과세 한도가 200만원이래요 200만원 수익 내려면 얼마를 넣어야 하는 건가요 비과세의 꿈이 멀다
[H] | 금융-증권투자 | 170. 주식 계좌 이전하려는데 2주 걸린대요 계좌 하나 옮기는 데 이사보다 오래 걸리네요
[H] | 금융-증권투자 | 171. 투자 상담사가 분산투자하래요 10만원을 어떻게 분산해요 만원씩 열 군데 넣으라고요?
[H] | 금융-증권투자 | 172. 펀드 환매 신청했더니 기준가 적용이 이틀 뒤래요 이틀 사이에 떨어지면 그건 제 운이겠죠
[H] | 금융-증권투자 | 173. 퇴직연금 디폴트옵션이 예금이래요 아무것도 안 하면 예금이라니 적극적인 소극성이네요
[H] | 금융-카드 | 174. 카드 포인트로 투자할 수 있대요 300포인트로 주식 사는 것도 투자라면 투자인 거죠 ㅋㅋ
[H] | 금융-카드 | 175. 자동 결제 해지하려는데 카드사가 아니라 가맹점에 연락하래요 왜 카드사 거쳐서 가맹점 가야 해요 중간 택배인가요
[H] | 금융-카드 | 176. PLCC 카드 혜택이 대상 브랜드에서만 돼요 그 브랜드가 동네에 없는 건 제 입지 문제겠죠
[H] | 금융-카드 | 177. 카드값 연체 하루에 전화가 세 통이에요 하루 연체에 이 정성이면 한 달 연체하면 집에 오시겠네요
[H] | 금융-카드 | 178. 해외 결제 차단 해제하려면 전화해야 한대요 앱에서 되면 좋겠는데 전화만 되시나 봐요
[H] | 금융-카드 | 179. 항공 마일리지 카드인데 마일 적립률이 1000원당 1마일이에요 유럽 가려면 700만원 써야겠네요
[H] | 금융-카드 | 180. 할인 한도 소진되면 알림이 와요 이미 소진된 후에요 미리 알려주시면 안 되나요
[H] | 금융-은행 | 181. 새벽에 이체했는데 안 갔어요 은행 간 이체가 새벽에는 안 된대요 은행도 잠을 자나 봐요
[H] | 금융-은행 | 182. 대출 상담 예약했는데 대기가 2시간이래요 예약의 의미가 우선권이 아니라 참여권이었네요
[H] | 금융-은행 | 183. 예금 해지하려는데 만류하시네요 해지 방어 매뉴얼이 있으신 건가요 감정에 호소하시는 거 프로시다
[H] | 금융-보험 | 184. 보험 해지 환급금 계산서가 왔는데 원금의 20%네요 80%는 보험사의 안녕을 위해 쓰인 거겠죠
[H] | 금융-보험 | 185. 무사고 할인이래서 기대했는데 2%래요 10년 무사고에 2% 감사합니다 눈물이 나네요
[H] | 금융-보험 | 186. 건강보험료가 올랐는데 통보가 고지서로 와요 편지의 낭만이시네요
[H] | 금융-보험 | 187. 실손보험 도수치료 한도가 50만원인데 한 번에 10만원이에요 5번이면 끝이네요 아프지 말라는 뜻이죠
[H] | 금융-보험 | 188. 보험사 콜센터가 상담 가능 시간이 평일 9-6이래요 일하는 사람은 보험금 청구하지 말라는 거네요
[H] | 금융-증권투자 | 189. 주식 차트 분석 도구가 있대서 써봤는데 전문가용이라 하나도 모르겠어요 전문가가 되면 쓰라는 거겠죠
[H] | 금융-증권투자 | 190. 적립식 펀드 수익률이 예금보다 낮아요 리스크를 감수하고 예금 이하 수익을 즐기는 거네요
[H] | 금융-증권투자 | 191. 투자 알림이 장 마감 후에 와요 이미 끝난 걸 알려주시는 사후보고 시스템이시네요
[H] | 금융-증권투자 | 192. 해외주식 배당 입금이 3주 걸린대요 미국에서 수영해서 오나요
[H] | 금융-카드 | 193. 카드사에서 보험 가입 권유 전화가 왔어요 카드 쓰려고 전화한 건데 보험을 파시네요 만능이시다
[H] | 금융-카드 | 194. 선결제하면 한도 복원 즉시래요 즉시가 3시간인 건 카드사의 즉시 기준이시겠죠
[H] | 금융-카드 | 195. 가맹점 할인 목록이 바뀌었는데 공지가 앱 구석에 있어요 보물찾기급 공지 감사합니다
[H] | 금융-카드 | 196. 체크카드 분실 신고했는데 재발급비 5천원이래요 잃어버린 건 저인데 돈도 제가 내는 거네요
[H] | 금융-은행 | 197. 비밀번호 5회 틀렸더니 잠겼어요 영업점 가래요 사이버 시대에 오프라인 방문 벌칙이 있네요
[H] | 금융-보험 | 198. 단체보험 혜택이 좋대서 가입했는데 퇴사하면 해지래요 퇴사 못 하게 하는 보험이었네요
[H] | 금융-증권투자 | 199. 금 투자가 안전하대서 샀는데 보관료가 있대요 내 금인데 보관비를 내야 하는 이 세상
[H] | 금융-카드 | 200. 결제 알림 서비스가 월 300원이에요 내 돈 쓰는 거 알려주는 데도 돈을 내야 하다니 정보의 가격이시네요
[H] | 통신-요금제 | 1. 요금제가 합리적이에요 안 쓰는 데이터에 매달 돈 내는 게 합리적이면요
[H] | 통신-요금제 | 2. 데이터 무제한이래서 가입했는데 10기가 넘으면 속도 제한이래요 무제한의 한계를 체험 중이에요
[H] | 통신-요금제 | 3. 요금제 변경이 다음 달부터래요 이번 달은 비싼 요금제로 버티라는 거죠 감사합니다
[H] | 통신-요금제 | 4. 가족 결합 할인이 있대서 온 가족이 같은 통신사 쓰는데 할인이 3천원이에요 가족의 가치가 3천원이네요
[H] | 통신-요금제 | 5. 시니어 요금제가 저렴하대요 네 데이터 500메가에 만원이면 저렴한 거 맞죠 2024년 기준으로
[H] | 통신-요금제 | 6. 프로모션 요금제가 6개월만이래요 7개월째부터 정가 폭탄이 기다리고 있네요
[H] | 통신-요금제 | 7. 부가서비스가 자동 가입돼있는데 해지하려면 전화해야 해요 가입은 자동인데 해지는 수동이라니
[H] | 통신-요금제 | 8. 통화 품질이 좋아졌대요 끊기는 횟수가 줄었을 뿐 안 끊기는 건 아니에요
[H] | 통신-요금제 | 9. 알뜰폰으로 바꾸려니까 위약금이 20만원이래요 바꾸지 말라는 거죠 메시지 수신 완료했습니다
[H] | 통신-요금제 | 10. 요금 청구서를 보니까 제가 가입한 적 없는 부가서비스가 있네요 서프라이즈 서비스 감사합니다
[H] | 통신-요금제 | 11. 월 5만9천원이면 6만원이라고 하지 왜 5만원대라고 광고해요 수학적으로는 맞지만요
[H] | 통신-요금제 | 12. 할부금이 끝났는데 요금이 안 내려갔어요 문의하니까 자동 적용 안 된대요 수동 할인이신 거네요
[H] | 통신-요금제 | 13. 데이터 다 쓰면 추가 1기가에 만원이래요 1기가가 금이에요?
[H] | 통신-요금제 | 14. 로밍 요금이 하루 만원이래요 해외에서 인터넷 쓰려면 숨 쉬는 것처럼 돈이 나가네요
[H] | 통신-요금제 | 15. 결합 상품 해지하려니까 위약금이 각각 따로래요 묶을 때는 하나 풀 때는 셋이네요
[H] | 통신-인터넷 | 16. 기가 인터넷이래서 가입했는데 측정하면 100메가도 안 나와요 기가의 꿈을 꾸는 인터넷이네요
[H] | 통신-인터넷 | 17. 인터넷 장애 신고했더니 모뎀 재부팅 해보래요 네 그건 이미 10번 했어요 감사합니다
[H] | 통신-인터넷 | 18. 기사 방문이 내일 오후래요 오늘 일 못 하는 건 어떡해요 내일까지 쉬라는 건가요
[H] | 통신-인터넷 | 19. 와이파이가 방마다 안 터지는데 공유기 위치 문제래요 집이 넓은 게 죄인가요
[H] | 통신-인터넷 | 20. 인터넷 속도가 느려서 문의했더니 측정 사이트 알려주시네요 제가 직접 증거를 모으라는 거죠 수사관인가요
[H] | 통신-인터넷 | 21. 설치 기사님이 2시~5시 사이래요 3시간을 집에서 기다리면 되니까 편하죠 반차만 쓰면 되니까
[H] | 통신-인터넷 | 22. TV랑 인터넷 결합했는데 둘 다 느려요 느림의 결합이네요
[H] | 통신-인터넷 | 23. 3년 약정 걸었는데 1년 만에 더 좋은 상품이 나왔어요 3년이 지나면 구석기 인터넷이겠네요
[H] | 통신-인터넷 | 24. 인터넷 해지하려니까 해지 방어 부서로 연결해주시네요 해지도 전투인 거였구나
[H] | 통신-인터넷 | 25. 공유기가 뜨거워서 문의했더니 정상이래요 계란 프라이 가능한 온도도 정상인가요
[H] | 통신-인터넷 | 26. 인터넷 장애가 3시간째인데 복구 예정 시간이 "확인 중"이래요 시간도 확인 중이시네요
[H] | 통신-인터넷 | 27. 무선 인터넷 설치했는데 유선보다 느려요 무선의 자유를 속도로 지불하는 거네요
[H] | 통신-인터넷 | 28. 인터넷 이전 설치가 2주 걸린대요 이사는 끝났는데 인터넷은 아직 전 집에 있네요
[H] | 통신-인터넷 | 29. 보상 신청했더니 일할 계산으로 500원이래요 3시간 장애에 500원 감사합니다
[H] | 통신-인터넷 | 30. 메시 와이파이 추가하려면 월 5천원이래요 방마다 인터넷 쓰는 게 프리미엄 서비스였네요
[H] | 통신-해지 | 31. 해지하려고 전화했는데 혜택을 주신대요 그 혜택을 처음부터 주시면 안 됐나요
